rank,stock_id,name,industry,industry_canon,sector_l1,sector_l2,industry_ambiguous,gics_sector,gics_zh,gics_mixed,yf_sector,yf_super,icb_industry,yf_ticker,is_cyclical,cyclical_sector,date,revenue,revenue_prev_year,cum_revenue,cum_revenue_prev_year,yoy,mom,cum_yoy,cum_yoy_slope,cum_yoy_declining,consec_pos_yoy,mean_yoy_6m,std_yoy_6m,yoy_accelerating,seasonality,cagr_2y,n_months,pattern,score,tier
1385,1787,模擬1787,金融保險業,金融保險,金融,金融保險,False,Financials,金融,False,Financial Services,Cyclical,Financials,1787.TW,False,,2026-05-01,141456407,178775779.0,754004661,903603740.0,-20.87,2.88,-16.56,-6.402857142857143,True,0,-15.036666666666667,7.616884023156859,False,旺季正常,3.9723789205711846,36,見頂/動能衰退型,13.1,警戒
1386,1271,模擬1271,食品工業,食品工業,非電子,民生消費,False,Consumer Staples,必需消費,False,Consumer Defensive,Defensive,Consumer Staples,1271.TWO,False,,2026-05-01,42053531,52848402.0,231558765,272122020.0,-20.43,-0.01,-14.91,-5.948857142857142,True,0,-14.146666666666667,7.535353711376497,False,淡季正常,6.6166589598505965,36,見頂/動能衰退型,13.1,警戒
1387,1285,模擬1285,綜合,綜合,非電子,其他,False,Industrials,工業,False,Industrials,Sensitive,Industrials,1285.TW,False,,2026-05-01,98206593,124274199.0,559178456,641723343.0,-20.98,-1.31,-12.86,-5.129714285714286,True,0,-12.136666666666668,7.695710204754046,False,淡季正常,-0.8222826979333298,36,見頂/動能衰退型,13.1,警戒
1388,2001,模擬2001,資訊服務業,資訊服務業,電子,資訊服務,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,2001.TW,False,,2026-05-01,75639930,99249184.0,435926155,507297569.0,-23.79,-2.89,-14.07,-5.032857142857142,False,0,-13.126666666666665,7.577699005781519,False,旺季不旺(警訊),-1.6380967805942004,36,見頂/動能衰退型,13.1,警戒
1389,2367,燿華,電子零組件業,電子零組件業,電子,電子零組件,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,2367.TW,False,,2026-05-01,25136129,34438960.0,143545543,179544409.0,-27.01,-9.06,-20.05,-6.760571428571429,True,0,-18.273333333333333,7.4162988672847385,False,淡季正常,2.578788805304466,36,見頂/動能衰退型,13.1,警戒
1390,1149,模擬1149,光電業,光電業,電子,光電,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,1149.TW,False,,2026-05-01,135305708,163035939.0,729919427,870526686.0,-17.01,-2.44,-16.15,-7.123142857142858,True,0,-15.185,7.705499659334234,False,淡季正常,3.401191034322415,36,見頂/動能衰退型,13.1,警戒
1391,1999,模擬1999,電子零組件業,電子零組件業,電子,電子零組件,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,1999.TW,False,,2026-05-01,19125033,23366450.0,105780771,118063595.0,-18.15,-0.4,-10.4,-4.9551428571428575,True,0,-9.146666666666667,7.484501022483433,False,淡季正常,3.829743121056617,36,見頂/動能衰退型,13.1,警戒
1392,2413,模擬2413,資訊服務業,資訊服務業,電子,資訊服務,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,2413.TW,False,,2026-05-01,86281025,104475160.0,457948117,536133704.0,-17.41,14.69,-14.58,-5.784857142857142,True,0,-13.145000000000001,7.459186170979602,False,旺季正常,4.723427618111442,36,見頂/動能衰退型,13.1,警戒
1393,1773,模擬1773,資訊服務業,資訊服務業,電子,資訊服務,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,1773.TW,False,,2026-05-01,70710919,91587073.0,375853345,443083592.0,-22.79,2.87,-15.17,-5.662,True,0,-12.783333333333331,7.5521380342846545,False,旺季正常,7.594551153640028,36,見頂/動能衰退型,13.1,警戒
1394,1171,模擬1171,電子商務,電子商務,非電子,民生消費,False,Consumer Discretionary,非必需消費,False,Consumer Cyclical,Cyclical,Consumer Discretionary,1171.TW,False,,2026-05-01,147892473,180632931.0,840745115,964747442.0,-18.13,-7.5,-12.85,-5.319142857142857,True,0,-10.604999999999999,7.561732054672836,False,淡季正常,0.36070734952622363,36,見頂/動能衰退型,13.1,警戒
1395,1215,模擬1215,食品工業,食品工業,非電子,民生消費,False,Consumer Staples,必需消費,False,Consumer Defensive,Defensive,Consumer Staples,1215.TW,False,,2026-05-01,117401415,145596026.0,638071190,766565246.0,-19.36,-1.22,-16.76,-6.494857142857143,True,0,-14.284999999999998,7.791469159707088,False,旺季正常,3.9073485440300315,36,見頂/動能衰退型,13.1,警戒
1396,1570,模擬1570,紡織纖維,紡織纖維,非電子,民生消費,False,Consumer Discretionary,非必需消費,True,Consumer Cyclical,Cyclical,Consumer Discretionary,1570.TW,False,,2026-05-01,100652888,123956094.0,562429953,657470812.0,-18.8,-5.9,-14.46,-5.626571428571428,True,0,-11.876666666666667,7.44891416397197,False,淡季正常,4.0877830497771495,36,見頂/動能衰退型,13.1,警戒
1397,2316,楠梓電,半導體業,半導體業,電子,半導體,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,2316.TW,False,,2026-05-01,110710914,138835900.0,574170841,667897633.0,-20.26,9.66,-14.03,-5.403142857142858,True,0,-11.420000000000002,7.555924827577363,False,旺季正常,5.55661842251991,36,見頂/動能衰退型,13.1,警戒
1398,8436,大江,生技醫療業,生技醫療業,非電子,生技醫療,False,Health Care,醫療保健,False,Healthcare,Defensive,Health Care,8436.TWO,False,,2026-05-01,134273172,166156847.0,722807208,887252341.0,-19.19,-1.52,-18.53,-6.221714285714286,True,0,-15.305,8.128695569811104,False,旺季正常,0.4690060500075921,36,見頂/動能衰退型,13.0,警戒
1399,1135,模擬1135,居家生活,居家生活,非電子,民生消費,False,Consumer Discretionary,非必需消費,False,Consumer Cyclical,Cyclical,Consumer Discretionary,1135.TW,False,,2026-05-01,84218238,111786537.0,505735877,593775804.0,-24.66,-12.83,-14.83,-5.277714285714286,True,0,-13.183333333333332,8.058673726006173,False,淡季正常,0.02791003162487815,36,見頂/動能衰退型,13.0,警戒
1400,1915,模擬1915,電子零組件業,電子零組件業,電子,電子零組件,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,1915.TW,False,,2026-05-01,153478009,184851169.0,851848889,982159647.0,-16.97,-9.63,-13.27,-5.648285714285715,True,0,-10.186666666666666,8.013893491236884,False,淡季正常,3.236390883539153,36,見頂/動能衰退型,13.0,警戒
1401,3294,英濟,汽車工業,汽車工業,非電子,機電工業,False,Consumer Discretionary,非必需消費,False,Consumer Cyclical,Cyclical,Consumer Discretionary,3294.TW,False,,2026-05-01,57551843,69202327.0,315408105,370621199.0,-16.84,-6.75,-14.9,-6.9079999999999995,True,0,-13.216666666666667,7.924593925803952,False,淡季正常,4.8844264124962455,36,見頂/動能衰退型,13.0,警戒
1402,1882,模擬1882,電腦及週邊設備業,電腦及週邊設備業,電子,電腦及週邊,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,1882.TW,False,,2026-05-01,29536502,40393770.0,157584821,199074856.0,-26.88,-0.25,-20.84,-7.282285714285714,True,0,-17.724999999999998,7.854734771673282,False,淡季正常,13.304935057189171,36,見頂/動能衰退型,13.0,警戒
1403,1322,模擬1322,化學生技醫療,化學生技醫療,非電子,混類(化學/生技),True,,,True,,,,1322.TW,False,,2026-05-01,134805963,173704817.0,773018324,886745902.0,-22.39,-3.9,-12.83,-5.559714285714286,True,0,-11.06,7.914949989313472,False,淡季正常,4.5356289466413235,36,見頂/動能衰退型,13.0,警戒
1404,2495,模擬2495,金融保險業,金融保險,金融,金融保險,False,Financials,金融,False,Financial Services,Cyclical,Financials,2495.TWO,False,,2026-05-01,11148568,13777541.0,60403516,73251352.0,-19.08,3.57,-17.54,-5.825714285714285,True,0,-15.04,7.888107081761335,False,淡季正常,3.1844763868659642,36,見頂/動能衰退型,13.0,警戒
1405,1789,模擬1789,文化創意業,文化創意業,非電子,文化創意,False,Communication Services,通訊服務,False,Communication Services,Sensitive,Telecommunications,1789.TWO,False,,2026-05-01,99740548,124590646.0,548293692,660143612.0,-19.95,2.05,-16.94,-6.377428571428571,True,0,-14.86,8.166929247479333,False,淡季正常,5.533658682049802,36,見頂/動能衰退型,13.0,警戒
1406,1267,模擬1267,數位雲端,數位雲端,電子,數位雲端,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,1267.TW,False,,2026-05-01,75360537,95260789.0,407154101,479756766.0,-20.89,-3.97,-15.13,-5.658857142857144,True,0,-14.088333333333333,7.873087951298961,False,淡季正常,1.295881527656606,36,見頂/動能衰退型,13.0,警戒
1407,1281,模擬1281,文化創意業,文化創意業,非電子,文化創意,False,Communication Services,通訊服務,False,Communication Services,Sensitive,Telecommunications,1281.TW,False,,2026-05-01,116213145,153404032.0,631948618,745392002.0,-24.24,-1.96,-15.22,-6.243714285714287,True,0,-12.761666666666668,8.192662197899342,False,旺季正常,5.307928981499543,36,見頂/動能衰退型,13.0,警戒
1408,1229,模擬1229,綜合,綜合,非電子,其他,False,Industrials,工業,False,Industrials,Sensitive,Industrials,1229.TWO,False,,2026-05-01,69737488,84953574.0,388149890,448661845.0,-17.91,-9.84,-13.49,-5.936571428571429,True,0,-11.508333333333333,7.80322031101405,False,淡季正常,4.177584996514816,36,見頂/動能衰退型,13.0,警戒
1409,1816,模擬1816,生技醫療業,生技醫療業,非電子,生技醫療,False,Health Care,醫療保健,False,Healthcare,Defensive,Health Care,1816.TW,False,,2026-05-01,95383366,118246212.0,540136389,633588484.0,-19.33,0.51,-14.75,-6.324857142857143,True,0,-13.93,7.824536194987321,False,旺季正常,2.004089862763059,36,見頂/動能衰退型,13.0,警戒
1410,1249,模擬1249,建材營造業,建材營造,非電子,建材營造,False,Real Estate,不動產,True,Real Estate,Cyclical,Real Estate,1249.TW,False,,2026-05-01,153317907,197022960.0,828595856,1001452331.0,-22.18,2.74,-17.26,-7.0517142857142865,True,0,-16.105,7.881253601638088,False,旺季正常,4.304807349120887,36,見頂/動能衰退型,13.0,警戒
1411,1111,模擬1111,金融保險業,金融保險,金融,金融保險,False,Financials,金融,False,Financial Services,Cyclical,Financials,1111.TW,False,,2026-05-01,44993856,58865235.0,250777986,299353470.0,-23.56,-7.69,-16.23,-6.440571428571429,True,0,-14.0,7.856585348186153,False,淡季正常,0.2163953884154024,36,見頂/動能衰退型,13.0,警戒
1412,1525,模擬1525,綜合,綜合,非電子,其他,False,Industrials,工業,False,Industrials,Sensitive,Industrials,1525.TW,False,,2026-05-01,15553969,21869846.0,94778526,111241948.0,-28.88,-14.78,-14.8,-4.867142857142857,False,0,-13.42,8.16024100951273,False,旺季不旺(警訊),-1.9793167219747554,36,見頂/動能衰退型,13.0,警戒
1413,1911,模擬1911,半導體業,半導體業,電子,半導體,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,1911.TW,False,,2026-05-01,28798028,36368985.0,154081582,181764673.0,-20.82,4.92,-15.23,-5.555714285714285,True,0,-12.895000000000001,8.168897824472202,False,旺季正常,3.1378104775756865,36,見頂/動能衰退型,13.0,警戒
1414,1785,模擬1785,建材營造業,建材營造,非電子,建材營造,False,Real Estate,不動產,True,Real Estate,Cyclical,Real Estate,1785.TW,False,,2026-05-01,42166535,55611162.0,238516727,289965731.0,-24.18,-8.88,-17.74,-5.654000000000001,False,0,-14.276666666666666,8.43172711976747,False,旺季不旺(警訊),-0.31759852744168704,36,見頂/動能衰退型,12.9,警戒
1415,2493,模擬2493,建材營造業,建材營造,非電子,建材營造,False,Real Estate,不動產,True,Real Estate,Cyclical,Real Estate,2493.TW,False,,2026-05-01,148439830,202731266.0,847277063,980935735.0,-26.78,-6.23,-13.63,-5.295714285714286,False,0,-12.823333333333332,8.468078622424072,False,旺季不旺(警訊),3.467851249423126,36,見頂/動能衰退型,12.9,警戒
1416,1832,模擬1832,其他電子業,其他電子業,電子,其他電子,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,1832.TW,False,,2026-05-01,88885595,110785193.0,492049737,575153862.0,-19.77,-1.49,-14.45,-6.0611428571428565,True,0,-12.388333333333334,8.319003178800264,False,淡季正常,6.629108403034878,36,見頂/動能衰退型,12.9,警戒
1417,1793,模擬1793,綜合,綜合,非電子,其他,False,Industrials,工業,False,Industrials,Sensitive,Industrials,1793.TW,False,,2026-05-01,17764188,25193174.0,104201981,123759928.0,-29.49,-10.71,-15.8,-5.580571428571429,True,0,-13.76,8.370770573848025,False,淡季正常,-0.3611856845353145,36,見頂/動能衰退型,12.9,警戒
1418,1763,模擬1763,電子商務,電子商務,非電子,民生消費,False,Consumer Discretionary,非必需消費,False,Consumer Cyclical,Cyclical,Consumer Discretionary,1763.TW,False,,2026-05-01,58507995,75283633.0,329337375,383028009.0,-22.28,-8.01,-14.02,-6.325428571428571,True,0,-12.526666666666666,8.500711081367776,False,淡季正常,2.011770084172171,36,見頂/動能衰退型,12.9,警戒
1419,2582,模擬2582,化學生技醫療,化學生技醫療,非電子,混類(化學/生技),True,,,True,,,,2582.TW,False,,2026-05-01,55524169,68855951.0,301436429,361345864.0,-19.36,0.59,-16.58,-7.037999999999999,True,0,-15.246666666666668,8.314773331580096,False,淡季正常,4.5158111802333645,36,見頂/動能衰退型,12.9,警戒
1420,1324,模擬1324,其他業,其他,非電子,其他,False,,,True,,,,1324.TW,False,,2026-05-01,51979987,65921411.0,298403574,363674215.0,-21.15,-10.1,-17.95,-6.568,True,0,-15.193333333333333,8.249674067635777,False,淡季正常,1.5836621371222437,36,見頂/動能衰退型,12.9,警戒
1421,1225,模擬1225,文化創意業,文化創意業,非電子,文化創意,False,Communication Services,通訊服務,False,Communication Services,Sensitive,Telecommunications,1225.TW,False,,2026-05-01,138339846,163395268.0,760246023,860332176.0,-15.33,-4.35,-11.63,-5.199142857142857,True,0,-8.713333333333333,8.436169483572243,False,淡季正常,4.361764669030133,36,見頂/動能衰退型,12.9,警戒
1422,1221,模擬1221,建材營造業,建材營造,非電子,建材營造,False,Real Estate,不動產,True,Real Estate,Cyclical,Real Estate,1221.TW,False,,2026-05-01,108284531,137062493.0,606237843,707809035.0,-21.0,-1.05,-14.35,-6.222571428571429,True,0,-12.926666666666668,8.569287536831103,False,淡季正常,3.7636352260308703,36,見頂/動能衰退型,12.9,警戒
1423,1983,模擬1983,居家生活,居家生活,非電子,民生消費,False,Consumer Discretionary,非必需消費,False,Consumer Cyclical,Cyclical,Consumer Discretionary,1983.TW,False,,2026-05-01,32529115,41004975.0,180732969,217703781.0,-20.67,-6.39,-16.98,-7.147714285714287,False,0,-14.581666666666665,8.454938234875259,False,旺季不旺(警訊),3.433709153257114,36,見頂/動能衰退型,12.9,警戒
1424,1117,模擬1117,綜合,綜合,非電子,其他,False,Industrials,工業,False,Industrials,Sensitive,Industrials,1117.TW,False,,2026-05-01,12847169,16107674.0,71571039,83846070.0,-20.24,-1.19,-14.64,-5.750571428571428,True,0,-12.271666666666667,8.324578901595496,False,淡季正常,2.9603313705764522,36,見頂/動能衰退型,12.9,警戒
1425,1953,模擬1953,貿易百貨業,貿易百貨,非電子,民生消費,False,Consumer Discretionary,非必需消費,True,Consumer Cyclical,Cyclical,Consumer Discretionary,1953.TW,False,,2026-05-01,140534917,179655941.0,829552700,968513827.0,-21.78,-16.6,-14.35,-6.261714285714286,True,0,-11.308333333333332,8.909011199653728,False,淡季正常,-3.6365868885553487,36,見頂/動能衰退型,12.8,警戒
1426,1591,模擬1591,電子零組件業,電子零組件業,電子,電子零組件,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,1591.TWO,False,,2026-05-01,18180782,24801421.0,105780666,123907746.0,-26.69,-11.8,-14.63,-6.499714285714286,False,0,-13.016666666666666,8.601524412696987,False,旺季不旺(警訊),2.181294455377669,36,見頂/動能衰退型,12.8,警戒
1427,2572,模擬2572,觀光事業,觀光餐旅,非電子,民生消費,False,Consumer Discretionary,非必需消費,False,Consumer Cyclical,Cyclical,Consumer Discretionary,2572.TW,False,,2026-05-01,19269407,24253477.0,113506695,131435995.0,-20.55,-11.7,-13.64,-6.525428571428571,True,0,-11.81,8.866006241068561,False,淡季正常,3.34920626798616,36,見頂/動能衰退型,12.8,警戒
1428,2312,模擬2312,汽車工業,汽車工業,非電子,機電工業,False,Consumer Discretionary,非必需消費,False,Consumer Cyclical,Cyclical,Consumer Discretionary,2312.TW,False,,2026-05-01,106667032,140956503.0,590351607,713158146.0,-24.33,-0.91,-17.22,-6.588285714285714,True,0,-14.155000000000001,8.805087071309025,False,淡季正常,5.324127685776392,36,見頂/動能衰退型,12.8,警戒
1429,1521,模擬1521,文化創意業,文化創意業,非電子,文化創意,False,Communication Services,通訊服務,False,Communication Services,Sensitive,Telecommunications,1521.TWO,False,,2026-05-01,109612401,146840614.0,619890533,750716939.0,-25.35,-6.01,-17.43,-6.297142857142858,True,0,-14.985,8.92937801118682,False,淡季正常,2.6948141281951887,36,見頂/動能衰退型,12.8,警戒
1430,1113,模擬1113,文化創意業,文化創意業,非電子,文化創意,False,Communication Services,通訊服務,False,Communication Services,Sensitive,Telecommunications,1113.TW,False,,2026-05-01,29994151,39152220.0,169330031,203832194.0,-23.39,-2.51,-16.93,-6.418000000000001,True,0,-14.763333333333334,8.76195881194509,False,淡季正常,1.404343139163422,36,見頂/動能衰退型,12.8,警戒
1431,1269,模擬1269,電器電纜,電器電纜,非電子,機電工業,False,Industrials,工業,False,Industrials,Sensitive,Industrials,1269.TW,False,,2026-05-01,101848701,126683802.0,583657881,703681786.0,-19.6,0.58,-17.06,-6.478857142857143,True,0,-14.901666666666666,8.6429941121247,False,淡季正常,1.8027197295849229,36,見頂/動能衰退型,12.8,警戒
1432,1745,模擬1745,資訊服務業,資訊服務業,電子,資訊服務,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,1745.TW,False,,2026-05-01,96801919,130223132.0,532489523,655934711.0,-25.66,4.05,-18.82,-6.258285714285714,True,0,-16.168333333333333,8.787207399901796,False,淡季正常,4.514182635453667,36,見頂/動能衰退型,12.8,警戒
1433,2041,模擬2041,光電業,光電業,電子,光電,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,2041.TW,False,,2026-05-01,94752784,129256585.0,559008488,687920080.0,-26.69,-8.89,-18.74,-6.809142857142857,True,0,-16.233333333333334,8.66349557370208,False,淡季正常,0.048934722763083194,36,見頂/動能衰退型,12.8,警戒
1434,1874,模擬1874,綠能環保,綠能環保,非電子,綠能環保,False,Industrials,工業,True,Industrials,Sensitive,Industrials,1874.TW,False,,2026-05-01,124942584,177697838.0,743490185,896417422.0,-29.69,-12.52,-17.06,-5.446571428571428,True,0,-14.916666666666666,8.768034113883353,False,淡季正常,-1.2379559380273464,36,見頂/動能衰退型,12.8,警戒
1435,1307,模擬1307,居家生活,居家生活,非電子,民生消費,False,Consumer Discretionary,非必需消費,False,Consumer Cyclical,Cyclical,Consumer Discretionary,1307.TW,False,,2026-05-01,147941031,193708993.0,827144796,1040756305.0,-23.63,0.56,-20.52,-7.079142857142858,True,0,-17.61,9.162355956121038,False,淡季正常,3.463300142436254,36,見頂/動能衰退型,12.7,警戒
1436,1868,模擬1868,觀光事業,觀光餐旅,非電子,民生消費,False,Consumer Discretionary,非必需消費,False,Consumer Cyclical,Cyclical,Consumer Discretionary,1868.TW,False,,2026-05-01,82474039,110784153.0,442618456,535139341.0,-25.55,-3.29,-17.29,-6.5842857142857145,True,0,-14.495,9.331119529116894,False,淡季正常,6.626230959478585,36,見頂/動能衰退型,12.7,警戒
1437,1566,模擬1566,電機機械,電機機械,非電子,機電工業,False,Industrials,工業,False,Industrials,Sensitive,Industrials,1566.TW,False,,2026-05-01,96792003,129511962.0,579588510,672519944.0,-25.26,-6.31,-13.82,-5.925428571428572,True,0,-11.811666666666667,9.159385744809649,False,淡季正常,0.47363788527874373,36,見頂/動能衰退型,12.7,警戒
1438,1247,模擬1247,居家生活,居家生活,非電子,民生消費,False,Consumer Discretionary,非必需消費,False,Consumer Cyclical,Cyclical,Consumer Discretionary,1247.TWO,False,,2026-05-01,84785144,109291958.0,481463837,561827279.0,-22.42,-0.26,-14.3,-6.1408571428571435,True,0,-12.479999999999999,9.00985571471597,False,旺季正常,1.9097578056584519,36,見頂/動能衰退型,12.7,警戒
1439,2471,模擬2471,半導體業,半導體業,電子,半導體,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,2471.TW,False,,2026-05-01,48193476,64784630.0,275446724,328673585.0,-25.61,-1.85,-16.19,-6.955428571428572,True,0,-15.023333333333333,9.076678295989613,False,淡季正常,1.3555158536816547,36,見頂/動能衰退型,12.7,警戒
1440,1529,模擬1529,光電業,光電業,電子,光電,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,1529.TW,False,,2026-05-01,9562040,12090977.0,53708881,63049921.0,-20.92,-6.98,-14.82,-5.9308571428571435,True,0,-11.846666666666666,9.186133874245224,False,淡季正常,2.1613066279720483,36,見頂/動能衰退型,12.7,警戒
1441,1161,模擬1161,貿易百貨業,貿易百貨,非電子,民生消費,False,Consumer Discretionary,非必需消費,True,Consumer Cyclical,Cyclical,Consumer Discretionary,1161.TW,False,,2026-05-01,142374973,205203555.0,819733503,985672374.0,-30.62,-3.81,-16.84,-5.990285714285714,True,0,-14.616666666666667,9.2722141668296,False,淡季正常,2.1392562690109918,36,見頂/動能衰退型,12.7,警戒
1442,2310,模擬2310,電機機械,電機機械,非電子,機電工業,False,Industrials,工業,False,Industrials,Sensitive,Industrials,2310.TW,False,,2026-05-01,25262957,32440113.0,136405735,167275057.0,-22.12,-0.32,-18.45,-6.821999999999999,True,0,-15.121666666666668,9.03788584545941,False,淡季正常,6.36403703658277,36,見頂/動能衰退型,12.7,警戒
1443,1615,模擬1615,電子商務,電子商務,非電子,民生消費,False,Consumer Discretionary,非必需消費,False,Consumer Cyclical,Cyclical,Consumer Discretionary,1615.TW,False,,2026-05-01,12571825,16583270.0,68096586,84092615.0,-24.19,0.09,-19.02,-7.317142857142858,True,0,-16.096666666666668,9.284613915266243,False,淡季正常,6.2061385929776725,36,見頂/動能衰退型,12.7,警戒
1444,2580,模擬2580,農業科技業,農業科技業,非電子,農業科技,False,Consumer Staples,必需消費,False,Consumer Defensive,Defensive,Consumer Staples,2580.TWO,False,,2026-05-01,115546796,146297950.0,633271783,749108576.0,-21.02,5.17,-15.46,-7.031714285714286,True,0,-15.685,9.32736252467259,False,旺季正常,2.44393473248663,36,見頂/動能衰退型,12.7,警戒
1445,1293,模擬1293,資訊服務業,資訊服務業,電子,資訊服務,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,1293.TW,False,,2026-05-01,77386327,92018782.0,405137969,495737673.0,-15.9,-2.91,-18.28,-6.091999999999999,False,0,-15.041666666666666,9.529733148881395,False,旺季不旺(警訊),1.2524347818413162,36,見頂/動能衰退型,12.6,警戒
1446,1245,模擬1245,貿易百貨業,貿易百貨,非電子,民生消費,False,Consumer Discretionary,非必需消費,True,Consumer Cyclical,Cyclical,Consumer Discretionary,1245.TW,False,,2026-05-01,20398168,28183356.0,114084142,139321050.0,-27.62,2.07,-18.11,-6.912857142857143,True,0,-16.59,9.635784002006963,False,淡季正常,3.164821332569945,36,見頂/動能衰退型,12.6,警戒
1447,1737,模擬1737,綜合,綜合,非電子,其他,False,Industrials,工業,False,Industrials,Sensitive,Industrials,1737.TW,False,,2026-05-01,20539657,27687841.0,120010790,148499766.0,-25.82,-7.11,-19.18,-6.585142857142856,True,0,-15.656666666666666,9.56688153068816,False,淡季正常,1.6623682349104385,36,見頂/動能衰退型,12.6,警戒
1448,1580,模擬1580,農業科技業,農業科技業,非電子,農業科技,False,Consumer Staples,必需消費,False,Consumer Defensive,Defensive,Consumer Staples,1580.TWO,False,,2026-05-01,69639532,91071647.0,379012389,454682588.0,-23.53,2.94,-16.64,-6.297428571428571,True,0,-15.201666666666668,9.547070085749985,False,淡季正常,4.6325718392664195,36,見頂/動能衰退型,12.6,警戒
1449,1533,模擬1533,資訊服務業,資訊服務業,電子,資訊服務,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,1533.TWO,False,,2026-05-01,131692279,168822192.0,757585536,847534442.0,-21.99,-0.95,-10.61,-5.386857142857143,True,0,-9.700000000000001,9.522905719019448,False,淡季正常,4.470979639203554,36,見頂/動能衰退型,12.6,警戒
1450,2376,技嘉,電腦及週邊設備業,電腦及週邊設備業,電子,電腦及週邊,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,2376.TW,False,,2026-05-01,106278342,135648941.0,570068027,692417415.0,-21.65,4.02,-17.67,-5.808285714285715,True,0,-14.47166666666667,9.487320339391003,False,旺季正常,1.3448777742135265,36,見頂/動能衰退型,12.6,警戒
1451,1159,模擬1159,食品工業,食品工業,非電子,民生消費,False,Consumer Staples,必需消費,False,Consumer Defensive,Defensive,Consumer Staples,1159.TW,False,,2026-05-01,139247573,179378910.0,771863986,940029648.0,-22.37,-2.27,-17.89,-7.125714285714286,True,0,-16.095000000000002,9.771504063687773,False,淡季正常,4.168402655324699,36,見頂/動能衰退型,12.6,警戒
1452,1613,模擬1613,文化創意業,文化創意業,非電子,文化創意,False,Communication Services,通訊服務,False,Communication Services,Sensitive,Telecommunications,1613.TWO,False,,2026-05-01,94372893,133324332.0,568274420,710192145.0,-29.22,-16.19,-19.98,-7.418857142857144,True,0,-16.841666666666665,9.813734281890637,False,淡季正常,-0.04149667252241196,36,見頂/動能衰退型,12.5,警戒
1453,2423,模擬2423,觀光事業,觀光餐旅,非電子,民生消費,False,Consumer Discretionary,非必需消費,False,Consumer Cyclical,Cyclical,Consumer Discretionary,2423.TW,False,,2026-05-01,45397036,94860346.0,398556697,385721435.0,-52.14,-49.1,3.33,1.1871428571428573,True,0,3.478333333333334,31.669318178465556,False,旺季不旺(警訊),-20.790095388188178,36,見頂/動能衰退型,12.5,警戒
1454,1137,模擬1137,建材營造業,建材營造,非電子,建材營造,False,Real Estate,不動產,True,Real Estate,Cyclical,Real Estate,1137.TW,False,,2026-05-01,133814717,166326912.0,727444133,872204763.0,-19.55,-5.02,-16.6,-5.533714285714287,True,0,-13.738333333333335,9.882792143698843,False,淡季正常,-0.4323004271667763,36,見頂/動能衰退型,12.5,警戒
1455,1852,模擬1852,其他業,其他,非電子,其他,False,,,True,,,,1852.TW,False,,2026-05-01,103646480,137313250.0,585783399,675674957.0,-24.52,-3.17,-13.3,-5.222000000000001,True,0,-10.829999999999998,10.048470862109651,False,淡季正常,1.4059804883582494,36,見頂/動能衰退型,12.5,警戒
1456,2343,模擬2343,數位雲端,數位雲端,電子,數位雲端,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,2343.TW,False,,2026-05-01,7582712,10297117.0,42723511,54512721.0,-26.36,-10.61,-21.63,-6.809428571428572,True,0,-17.593333333333334,10.111553897508642,False,淡季正常,1.4549873356772824,36,見頂/動能衰退型,12.5,警戒
1457,2103,模擬2103,電子零組件業,電子零組件業,電子,電子零組件,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,2103.TW,False,,2026-05-01,116626910,147657298.0,595213601,706166652.0,-21.02,7.42,-15.71,-7.095428571428571,True,0,-12.773333333333333,10.109974722465376,False,旺季正常,4.177419150446582,36,見頂/動能衰退型,12.5,警戒
1458,1219,模擬1219,居家生活,居家生活,非電子,民生消費,False,Consumer Discretionary,非必需消費,False,Consumer Cyclical,Cyclical,Consumer Discretionary,1219.TW,False,,2026-05-01,7675911,10793552.0,43742946,53664888.0,-28.88,-2.07,-18.49,-6.159714285714285,True,0,-16.596666666666664,10.544705885999011,False,淡季正常,-0.30937488963335147,36,見頂/動能衰退型,12.4,警戒
