"Round","Phase","Layer","Item","Status","Risk","Class","Message","Path"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","_via_code_artifact_reclaimer_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_code_artifact_reclaimer_runs"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","_via_deep_reclaim_survey_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=True; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_deep_reclaim_survey_runs"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","_via_disk_first_stabilizer_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_disk_first_stabilizer_runs"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","_via_disk_guardian_deepmap_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_disk_guardian_deepmap_runs"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","_via_disk_guardian_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_disk_guardian_runs"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","_via_emergency_space_release_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_emergency_space_release_runs"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","_via_false_positive_rule_lock_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_false_positive_rule_lock_runs"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","_via_final_sandbox_consolidation_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=True; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_final_sandbox_consolidation_runs"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","_via_final_usertest_safe_probe_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=True; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_final_usertest_safe_probe_runs"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","_via_fiveflow_completion_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=True; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_fiveflow_completion_runs"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","_via_guarded_root_entry_promotion_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=True; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_guarded_root_entry_promotion_runs"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","_via_large_archive_delete_gate_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_large_archive_delete_gate_runs"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","_via_manual_reclaim_activation_hold_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=True; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_manual_reclaim_activation_hold_runs"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","_via_onedrive_localcopy_reclaimer_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_onedrive_localcopy_reclaimer_runs"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","_via_onedrive_release_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_onedrive_release_runs"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","_via_panorama_auditor_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_panorama_auditor_runs"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","_via_post_onedrive_release_verify_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_post_onedrive_release_verify_runs"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","_via_production_readiness_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=True; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_production_readiness_runs"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","_via_project_review_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_project_review_runs"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","_via_real_vrn_candidate_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=True; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_real_vrn_candidate_runs"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","_via_remaining_work_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=True; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_remaining_work_runs"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","_via_safe_cleanup_planner_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_safe_cleanup_planner_runs"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","_via_safe_wrapper_execution_monitor_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=True; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_safe_wrapper_execution_monitor_runs"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","_via_sandbox_execution_monitor_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=True; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_sandbox_execution_monitor_runs"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","_via_sandbox_production_gate_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=True; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_sandbox_production_gate_runs"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","_via_sixlane_sandbox_wrapper_forge_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=True; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_sixlane_sandbox_wrapper_forge_runs"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","_via_source_blocker_patch_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_source_blocker_patch_runs"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","_via_stability_activation_preflight_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_stability_activation_preflight_runs"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","_via_vrn_entry_design_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=True; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_vrn_entry_design_runs"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","_vrn_vdf_active_script_line_inspector_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_vrn_vdf_active_script_line_inspector_runs"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","_vrn_vdf_false_positive_crusher_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_vrn_vdf_false_positive_crusher_runs"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","_vrn_vdf_final_active_lock_authorization_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_vrn_vdf_final_active_lock_authorization_runs"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","_vrn_vdf_final_active_lock_review_package_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_vrn_vdf_final_active_lock_review_package_runs"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","_vrn_vdf_final_candidate_seal_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_vrn_vdf_final_candidate_seal_runs"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","_vrn_vdf_final_risk_downgrade_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_vrn_vdf_final_risk_downgrade_runs"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","_vrn_vdf_high_risk_context_refiner_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_vrn_vdf_high_risk_context_refiner_runs"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","_vrn_vdf_integrated_closeout_nextgate","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_vrn_vdf_integrated_closeout_nextgate"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","_vrn_vdf_integrated_closeout_ui","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_vrn_vdf_integrated_closeout_ui"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","_vrn_vdf_manual_review_digest_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_vrn_vdf_manual_review_digest_runs"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","_vrn_vdf_nextgate_execution_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=True; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_vrn_vdf_nextgate_execution_runs"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","_vrn_vdf_optional_active_lock_preflight_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_vrn_vdf_optional_active_lock_preflight_runs"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","_vrn_vdf_panorama3_debug_consolidate_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_vrn_vdf_panorama3_debug_consolidate_runs"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","_vrn_vdf_supportive_nexus_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_vrn_vdf_supportive_nexus_runs"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","_vrn_vdf_user_review_final_lock_runs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_vrn_vdf_user_review_final_lock_runs"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY",".ruff_cache","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.ruff_cache"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY",".venv","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=True; PowerShell=True; JavaScript=True; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","database","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\database"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","dict","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=True; PowerShell=True; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","engines","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\engines"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","envs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\envs"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","functional modules","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=True; PowerShell=True; JavaScript=True; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","input files","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\input files"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","libs","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\libs"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","registry","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\registry"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","reports","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\reports"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","supportive modules","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=True; PowerShell=True; JavaScript=True; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","toolkits","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=True; PowerShell=True; JavaScript=True; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\toolkits"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","tools","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=True; PowerShell=True; JavaScript=True; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tools"
"3","Final Polishing Planning","SUBPROJECT_DISCOVERY","tw_stock_report_input","DISCOVERED","LOW","PARALLEL_FIXABLE","Python=False; PowerShell=False; JavaScript=False; Protected=False","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tw_stock_report_input"
"3","Final Polishing Planning","FIX_STRATEGY","TEST_DEBUG_OPTIMIZE_CONSOLIDATE","PLAN_READY","LOW","PARALLEL_FIXABLE","Final activation pointer and launcher prepared.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102"
