Group,Subgroup,Rank,Ticker,YFTicker,Name,MarketRaw,Market,Dimension,CountingFlag,SourceID,EvidenceStatus,Attribution,Positioning,SourceMetricUse,MembershipKey
I3 雷射源 / 三五族磊晶,I 光通訊與矽光子,,3450,3450.TWO,聯鈞,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|I3 雷射源 / 三五族磊晶|3450
I4 光收發模組 / 光被動元件,I 光通訊與矽光子,L,6442,6442.TWO,光聖,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|I4 光收發模組 / 光被動元件|6442
I4 光收發模組 / 光被動元件,I 光通訊與矽光子,P,4979,4979.TWO,華星光,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|I4 光收發模組 / 光被動元件|4979
I4 光收發模組 / 光被動元件,I 光通訊與矽光子,L,3163,3163.TWO,波若威,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|I4 光收發模組 / 光被動元件|3163
I4 光收發模組 / 光被動元件,I 光通訊與矽光子,,4908,4908.TWO,前鼎,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|I4 光收發模組 / 光被動元件|4908
I4 光收發模組 / 光被動元件,I 光通訊與矽光子,P,4977,4977.TWO,眾達-KY,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|I4 光收發模組 / 光被動元件|4977
I4 光收發模組 / 光被動元件,I 光通訊與矽光子,L,3081,3081.TW,聯亞,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|I4 光收發模組 / 光被動元件|3081
I5 交換器 / 白牌網通設備,I 光通訊與矽光子,L,2345,2345.TW,智邦,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|I5 交換器 / 白牌網通設備|2345
I5 交換器 / 白牌網通設備,I 光通訊與矽光子,G,3380,3380.TW,明泰,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|I5 交換器 / 白牌網通設備|3380
I5 交換器 / 白牌網通設備,I 光通訊與矽光子,P,3596,3596.TW,智易,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|I5 交換器 / 白牌網通設備|3596
I5 交換器 / 白牌網通設備,I 光通訊與矽光子,P,5388,5388.TW,中磊,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|I5 交換器 / 白牌網通設備|5388
I5 交換器 / 白牌網通設備,I 光通訊與矽光子,P,6285,6285.TW,啟碁,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|I5 交換器 / 白牌網通設備|6285
I5 交換器 / 白牌網通設備,I 光通訊與矽光子,,3025,3025.TWO,星通,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,WATCH,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|I5 交換器 / 白牌網通設備|3025
J1 MLCC 積層陶瓷電容,J 被動元件,L,2327,2327.TW,國巨,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|J1 MLCC 積層陶瓷電容|2327
J1 MLCC 積層陶瓷電容,J 被動元件,P,2492,2492.TW,華新科,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|J1 MLCC 積層陶瓷電容|2492
J1 MLCC 積層陶瓷電容,J 被動元件,G,3026,3026.TWO,禾伸堂,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|J1 MLCC 積層陶瓷電容|3026
J1 MLCC 積層陶瓷電容,J 被動元件,P,6173,6173.TWO,信昌電,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|J1 MLCC 積層陶瓷電容|6173
J1 MLCC 積層陶瓷電容,J 被動元件,,8043,8043.TW,蜜望實,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,WATCH,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|J1 MLCC 積層陶瓷電容|8043
J2 晶片電阻 Chip Resistor,J 被動元件,L,2327,2327.TW,國巨,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|J2 晶片電阻 Chip Resistor|2327
J2 晶片電阻 Chip Resistor,J 被動元件,P,2492,2492.TW,華新科,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|J2 晶片電阻 Chip Resistor|2492
J2 晶片電阻 Chip Resistor,J 被動元件,P,3624,3624.TWO,光頡,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|J2 晶片電阻 Chip Resistor|3624
J2 晶片電阻 Chip Resistor,J 被動元件,L,2478,2478.TW,大毅,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|J2 晶片電阻 Chip Resistor|2478
J3 電感 / TLVR / 磁性元件,J 被動元件,L,3357,3357.TW,臺慶科,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|J3 電感 / TLVR / 磁性元件|3357
J3 電感 / TLVR / 磁性元件,J 被動元件,,6771,6771.TW,三集瑞-KY,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|J3 電感 / TLVR / 磁性元件|6771
J3 電感 / TLVR / 磁性元件,J 被動元件,P,4767,4767.TW,乾坤,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|J3 電感 / TLVR / 磁性元件|4767
J3 電感 / TLVR / 磁性元件,J 被動元件,,6155,6155.TWO,鈞寶,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|J3 電感 / TLVR / 磁性元件|6155
J3 電感 / TLVR / 磁性元件,J 被動元件,G,2456,2456.TW,奇力新(已併國巨),上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|J3 電感 / TLVR / 磁性元件|2456
J3 電感 / TLVR / 磁性元件,J 被動元件,,3236,3236.TWO,千如,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|J3 電感 / TLVR / 磁性元件|3236
J3 電感 / TLVR / 磁性元件,J 被動元件,G,5328,5328.TWO,華容,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,WATCH,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|J3 電感 / TLVR / 磁性元件|5328
J4 鋁電解 / 固態電容,J 被動元件,,6449,6449.TWO,鈺邦,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|J4 鋁電解 / 固態電容|6449
J4 鋁電解 / 固態電容,J 被動元件,L,2472,2472.TW,立隆電,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|J4 鋁電解 / 固態電容|2472
J4 鋁電解 / 固態電容,J 被動元件,L,2375,2375.TW,凱美,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|J4 鋁電解 / 固態電容|2375
J4 鋁電解 / 固態電容,J 被動元件,,8042,8042.TWO,金山電,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,WATCH,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|J4 鋁電解 / 固態電容|8042
J5 保護元件,J 被動元件,,2428,2428.TW,興勤,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|J5 保護元件|2428
J5 保護元件,J 被動元件,,6224,6224.TW,聚鼎,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|J5 保護元件|6224
J5 保護元件,J 被動元件,P,6284,6284.TW,佳邦,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|J5 保護元件|6284
J6 石英 / 頻率元件,J 被動元件,,3042,3042.TW,晶技,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|J6 石英 / 頻率元件|3042
J6 石英 / 頻率元件,J 被動元件,,2484,2484.TW,希華,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|J6 石英 / 頻率元件|2484
J6 石英 / 頻率元件,J 被動元件,,8182,8182.TWO,加高,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|J6 石英 / 頻率元件|8182
J7 LTCC / 高頻被動模組,J 被動元件,,3152,3152.TWO,璟德,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|J7 LTCC / 高頻被動模組|3152
J7 LTCC / 高頻被動模組,J 被動元件,P,2492,2492.TW,華新科,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|J7 LTCC / 高頻被動模組|2492
J7 LTCC / 高頻被動模組,J 被動元件,P,6284,6284.TW,佳邦,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|J7 LTCC / 高頻被動模組|6284
J8 變壓器 / PoE 磁性元件,J 被動元件,,6821,6821.TWO,聯寶,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|J8 變壓器 / PoE 磁性元件|6821
J8 變壓器 / PoE 磁性元件,J 被動元件,,3207,3207.TWO,耀勝,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|J8 變壓器 / PoE 磁性元件|3207
J8 變壓器 / PoE 磁性元件,J 被動元件,L,2308,2308.TW,台達電,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|J8 變壓器 / PoE 磁性元件|2308
J9 被動元件材料 / 設備,J 被動元件,P,6173,6173.TWO,信昌電,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|J9 被動元件材料 / 設備|6173
J9 被動元件材料 / 設備,J 被動元件,,6127,6127.TWO,九豪,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|J9 被動元件材料 / 設備|6127
J9 被動元件材料 / 設備,J 被動元件,,6207,6207.TW,雷科,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|J9 被動元件材料 / 設備|6207
J9 被動元件材料 / 設備,J 被動元件,G,6271,6271.TW,同欣電,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|J9 被動元件材料 / 設備|6271
K1 AI PC 品牌,K AI PC 與消費電子,,2357,2357.TW,華碩,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|K1 AI PC 品牌|2357
K1 AI PC 品牌,K AI PC 與消費電子,,2353,2353.TW,宏碁,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|K1 AI PC 品牌|2353
K1 AI PC 品牌,K AI PC 與消費電子,,2377,2377.TW,微星,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|K1 AI PC 品牌|2377
K1 AI PC 品牌,K AI PC 與消費電子,G,2376,2376.TW,技嘉,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|K1 AI PC 品牌|2376
K2 NB / PC 代工 ODM,K AI PC 與消費電子,P,2382,2382.TW,廣達,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|K2 NB / PC 代工 ODM|2382
K2 NB / PC 代工 ODM,K AI PC 與消費電子,,2324,2324.TW,仁寶,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|K2 NB / PC 代工 ODM|2324
K2 NB / PC 代工 ODM,K AI PC 與消費電子,P,3231,3231.TW,緯創,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|K2 NB / PC 代工 ODM|3231
K2 NB / PC 代工 ODM,K AI PC 與消費電子,P,2356,2356.TW,英業達,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|K2 NB / PC 代工 ODM|2356
K2 NB / PC 代工 ODM,K AI PC 與消費電子,,4938,4938.TW,和碩,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|K2 NB / PC 代工 ODM|4938
K3 AI PC 零組件 · IC,K AI PC 與消費電子,,5269,5269.TW,祥碩,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|K3 AI PC 零組件 · IC|5269
K3 AI PC 零組件 · IC,K AI PC 與消費電子,,4966,4966.TW,譜瑞-KY,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|K3 AI PC 零組件 · IC|4966
K3 AI PC 零組件 · IC,K AI PC 與消費電子,,6138,6138.TW,茂達,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|K3 AI PC 零組件 · IC|6138
K3 AI PC 零組件 · IC,K AI PC 與消費電子,,8081,8081.TW,致新,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|K3 AI PC 零組件 · IC|8081
K3 AI PC 零組件 · IC,K AI PC 與消費電子,,2458,2458.TW,義隆,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|K3 AI PC 零組件 · IC|2458
K3 AI PC 零組件 · IC,K AI PC 與消費電子,P,2379,2379.TW,瑞昱,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|K3 AI PC 零組件 · IC|2379
K3 AI PC 零組件 · IC,K AI PC 與消費電子,,4968,4968.TWO,立積,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|K3 AI PC 零組件 · IC|4968
K4 AI PC 零組件 · 散熱機構,K AI PC 與消費電子,L,3324,3324.TW,雙鴻,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|K4 AI PC 零組件 · 散熱機構|3324
K4 AI PC 零組件 · 散熱機構,K AI PC 與消費電子,L,3017,3017.TW,奇鋐,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|K4 AI PC 零組件 · 散熱機構|3017
K4 AI PC 零組件 · 散熱機構,K AI PC 與消費電子,P,6591,6591.TW,動力-KY,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|K4 AI PC 零組件 · 散熱機構|6591
K4 AI PC 零組件 · 散熱機構,K AI PC 與消費電子,P,2421,2421.TW,建準,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|K4 AI PC 零組件 · 散熱機構|2421
K5 AI PC 零組件 · 電池電源,K AI PC 與消費電子,,6121,6121.TW,新普,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|K5 AI PC 零組件 · 電池電源|6121
K5 AI PC 零組件 · 電池電源,K AI PC 與消費電子,G,3211,3211.TW,順達,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|K5 AI PC 零組件 · 電池電源|3211
K5 AI PC 零組件 · 電池電源,K AI PC 與消費電子,P,2301,2301.TW,光寶科,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|K5 AI PC 零組件 · 電池電源|2301
K5 AI PC 零組件 · 電池電源,K AI PC 與消費電子,L,4915,4915.TW,致伸,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|K5 AI PC 零組件 · 電池電源|4915
