def_normalized_key,def_occurrences,def_distinct_values,def_groups,def_projects,def_sample_values,def_sample_files,def_severity
54_aiinstruction,3,2,PATH_IO,UNKNOWN,Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
54_engineerinstruction,3,2,ENGINE,UNKNOWN,Register and expose in matrix/report. || Wire to HardGate and EnvManager before execution.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
55_role,3,2,GENERAL;GOVERNANCE_POLICY,UNKNOWN,"Protection, network guard, environment risk gate || Registry or canonical tool data",NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
55_relativepath,3,2,PATH_IO,UNKNOWN,30_HardGate_Governance\VIA_Supportive_HardGate_Seal.json || 40_Environment_Health\VIS_InstallHealthRegistry.py,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
55_targetenv,3,2,GENERAL,UNKNOWN,document/report || via_core_312,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
55_hardgaterequired,3,2,VISUAL_LOCK,UNKNOWN,False || True,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
55_sha256,3,2,GENERAL,UNKNOWN,61377677573CA329539355026571083E983F2274C2476D81BFFBA3571572AD8E || 6D68E22432FE7D1EBC72A6CE75036EA4D5041E97C1BF81BA43BC370180336942,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
55_aiinstruction,3,2,PATH_IO,UNKNOWN,Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
55_engineerinstruction,3,2,ENGINE,UNKNOWN,Register and expose in matrix/report. || Wire to HardGate and EnvManager before execution.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
56_role,3,2,GENERAL;GOVERNANCE_POLICY,UNKNOWN,"Protection, network guard, environment risk gate || Registry or canonical tool data",NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
56_relativepath,3,2,PATH_IO,UNKNOWN,30_HardGate_Governance\VIA_Supportive_HardGate_Seal.json.freeze.lock.json || 40_Environment_Health\VIS_InstallHealthRegistry.py.freeze.lock.json,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
56_sha256,3,2,GENERAL,UNKNOWN,9ACB3F04E1FA962E549EC0B46146201E1B02CA549AA05B69934512AA6C40DBC7 || 1505E3EB2B58CA5CB301EF0CDEE80273A38B8075E9A594CDA61B5A336194B2DA,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
56_aiinstruction,3,2,PATH_IO,UNKNOWN,Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
56_engineerinstruction,3,2,ENGINE,UNKNOWN,Register and expose in matrix/report. || Register and expose in matrix/report only.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
57_relativepath,3,2,PATH_IO,UNKNOWN,30_HardGate_Governance\VIA_Supportive_HardGate_Seal.ps1 || 50_Protection_Acceleration\__pycache__\VeritasAegisNexus.cpython-313.pyc,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
57_targetenv,3,2,GENERAL,UNKNOWN,PowerShell 7 || via_core_312,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
57_sha256,3,2,GENERAL,UNKNOWN,E748F25011ABEE2FE9118958CDA34FC1339130469AC06676028211F477ABD390 || A518BFF38480953AEB5C12F4176D5EB9F094E88B26EC7AF8A23519AA445D0AC2,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
57_aiinstruction,3,2,PATH_IO,UNKNOWN,Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
57_engineerinstruction,3,2,ENGINE,UNKNOWN,Register and expose in matrix/report. || Register and expose in matrix/report only.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
58_relativepath,3,2,PATH_IO,UNKNOWN,30_HardGate_Governance\VIA_Supportive_HardGate_Seal.ps1.freeze.lock.json || 50_Protection_Acceleration\__pycache__\VeritasCeleritas.cpython-313.pyc,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
58_targetenv,3,2,GENERAL,UNKNOWN,document/report || via_core_312,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
58_sha256,3,2,GENERAL,UNKNOWN,9FAB4C43651CC0CBB49D6C9A0DB52F3986906AB6F831563A738AC69B3150FCD2 || 4C4D811086DC4ECF5A3F9AF2F355AC0A5993F5A82E056C0CC28107F07CFAC9FD,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
58_aiinstruction,3,2,PATH_IO,UNKNOWN,Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
58_engineerinstruction,3,2,ENGINE,UNKNOWN,Register and expose in matrix/report. || Register and expose in matrix/report only.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
59_relativepath,3,2,PATH_IO,UNKNOWN,30_HardGate_Governance\VIA_VRN_HardGate_Bridge_Seal.json || 50_Protection_Acceleration\VeritasAegisNexus.py,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
59_targetenv,3,2,GENERAL,UNKNOWN,document/report || via_core_312,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
59_hardgaterequired,3,2,VISUAL_LOCK,UNKNOWN,False || True,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
59_sha256,3,2,GENERAL,UNKNOWN,C294C9426C75EECB9F119D66E1FF6B9CEA0D02D590F465222604C4E30DD0AC6C || 4A9443686A8F5DE076A9F69D4CD00FAB9576180D17F9FE03F9FF59A526BE4D7D,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
59_aiinstruction,3,2,PATH_IO,UNKNOWN,Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
59_engineerinstruction,3,2,ENGINE,UNKNOWN,Register and expose in matrix/report. || Wire to HardGate and EnvManager before execution.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
60_relativepath,3,2,PATH_IO,UNKNOWN,30_HardGate_Governance\VIA_VRN_HardGate_Bridge_Seal.json.freeze.lock.json || 50_Protection_Acceleration\VeritasAegisNexus.py.freeze.lock.json,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
60_sha256,3,2,GENERAL,UNKNOWN,DA748419C222C3F8CE13650492EFA705EF2295D1517CE505702FD8AC14BC1A8B || ABB75DE9D63B46B014AB3C698708BD70A2CCEBBD4DBCED2E8836F9C94F2341CA,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
60_aiinstruction,3,2,PATH_IO,UNKNOWN,Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
60_engineerinstruction,3,2,ENGINE,UNKNOWN,Register and expose in matrix/report. || Register and expose in matrix/report only.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
61_role,3,2,GENERAL;GOVERNANCE_POLICY,UNKNOWN,"Environment planning, venv isolation, dependency governance || Protection, network guard, environment risk gate",NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
61_relativepath,3,2,PATH_IO,UNKNOWN,40_Environment_Health\__pycache__\VIA_EnvManager.cpython-313.pyc || 50_Protection_Acceleration\VeritasCeleritas.py,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
61_priority,3,2,GENERAL,UNKNOWN,2 || 1,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
61_sha256,3,2,GENERAL,UNKNOWN,F8FD0C72AC89D3A2D85881AB4207C943C7A314565E0FAA8E0BCE33D129ECA4C9 || ECB06BE4BADB7CE648E275A4C35A1AC44759F155AB39A137F9FBBBB7A536A1D0,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
61_aiinstruction,3,2,PATH_IO,UNKNOWN,Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
62_role,3,2,GENERAL;GOVERNANCE_POLICY,UNKNOWN,"Registry or canonical tool data || Protection, network guard, environment risk gate",NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
62_relativepath,3,2,PATH_IO,UNKNOWN,40_Environment_Health\__pycache__\VIS_InstallHealthRegistry.cpython-313.pyc || 50_Protection_Acceleration\VeritasCeleritas.py.freeze.lock.json,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
62_targetenv,3,2,GENERAL,UNKNOWN,via_core_312 || document/report,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
62_sha256,3,2,GENERAL,UNKNOWN,9BA736634C9817D25E2AAB9C1ABE02884F9A8E606FADB218BD52B4587741884B || 1F062BFA1F191DBB4269A0F7BE86C440BE7990D4B05BB03B90F15AD1B6C8C543,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
62_aiinstruction,3,2,PATH_IO,UNKNOWN,Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
62_engineerinstruction,3,2,ENGINE,UNKNOWN,Register and expose in matrix/report. || Register and expose in matrix/report only.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
63_role,3,2,GENERAL,UNKNOWN,"Environment planning, venv isolation, dependency governance || Supportive utility",NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
63_relativepath,3,2,PATH_IO,UNKNOWN,40_Environment_Health\VIA_EnvManager.py || 60_PowerShell_Entry_Internal\Invoke-VIA-ALL.ps1,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
63_priority,3,2,GENERAL,UNKNOWN,2 || 9,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
63_targetenv,3,2,GENERAL,UNKNOWN,via_core_312 || PowerShell 7,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
63_hardgaterequired,3,2,VISUAL_LOCK,UNKNOWN,True || False,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
63_sha256,3,2,GENERAL,UNKNOWN,E9AEB5985276B97F36F2FF8E74B7A3A6A63EA577AEEBCBADDB6366C115A0E5A8 || 631FD2B4B10A00CE4E6AD033B9D287620904854CE342B7B421D63F022C10744F,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
63_aiinstruction,3,2,PATH_IO,UNKNOWN,Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
63_engineerinstruction,3,2,ENGINE,UNKNOWN,Wire to HardGate and EnvManager before execution. || Register and expose in matrix/report only.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
64_role,3,2,GENERAL,UNKNOWN,"Environment planning, venv isolation, dependency governance || Supportive utility",NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
64_relativepath,3,2,PATH_IO,UNKNOWN,40_Environment_Health\VIA_EnvManager.py.freeze.lock.json || 60_PowerShell_Entry_Internal\Invoke-VIA-ALL.ps1.freeze.lock.json,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
64_priority,3,2,GENERAL,UNKNOWN,2 || 9,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
64_hardgaterequired,3,2,VISUAL_LOCK,UNKNOWN,True || False,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
64_sha256,3,2,GENERAL,UNKNOWN,ECC8D554CC084C21A76A3F2B059F95464858C895FA805BDDE234E7D9BE5596EF || 0AA97299E49BC896F3085F8074660C3519B25EDBBE0CA2C8DAB45C12183771CD,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
64_aiinstruction,3,2,PATH_IO,UNKNOWN,Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
64_engineerinstruction,3,2,ENGINE,UNKNOWN,Wire to HardGate and EnvManager before execution. || Register and expose in matrix/report only.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
65_role,3,2,GENERAL,UNKNOWN,Registry or canonical tool data || Supportive utility,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
65_relativepath,3,2,PATH_IO,UNKNOWN,40_Environment_Health\VIS_InstallHealthRegistry.py || 60_PowerShell_Entry_Internal\Invoke-VIA-FinishProject-SafeFast.ps1,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
65_priority,3,2,GENERAL,UNKNOWN,1 || 9,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
65_targetenv,3,2,GENERAL,UNKNOWN,via_core_312 || PowerShell 7,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
65_hardgaterequired,3,2,VISUAL_LOCK,UNKNOWN,True || False,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
65_sha256,3,2,GENERAL,UNKNOWN,6D68E22432FE7D1EBC72A6CE75036EA4D5041E97C1BF81BA43BC370180336942 || EAC08E2189071F28F6C2B47D97647FC0CE3F78A9AD9E9500CCC89D469206FBD6,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
65_aiinstruction,3,2,PATH_IO,UNKNOWN,Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
65_engineerinstruction,3,2,ENGINE,UNKNOWN,Wire to HardGate and EnvManager before execution. || Register and expose in matrix/report only.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
66_role,3,2,GENERAL,UNKNOWN,Registry or canonical tool data || Supportive utility,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
66_relativepath,3,2,PATH_IO,UNKNOWN,40_Environment_Health\VIS_InstallHealthRegistry.py.freeze.lock.json || 60_PowerShell_Entry_Internal\Invoke-VIA-FinishProject-SafeFast.ps1.freeze.lock.json,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
66_priority,3,2,GENERAL,UNKNOWN,1 || 9,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
66_sha256,3,2,GENERAL,UNKNOWN,1505E3EB2B58CA5CB301EF0CDEE80273A38B8075E9A594CDA61B5A336194B2DA || D78FF17814951EA49C30BA67DBDFDD4465EB9D7198807EC8FE7F8DA0501CE408,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
66_aiinstruction,3,2,PATH_IO,UNKNOWN,Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
66_engineerinstruction,3,2,ENGINE,UNKNOWN,Register and expose in matrix/report. || Register and expose in matrix/report only.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
67_relativepath,3,2,PATH_IO,UNKNOWN,50_Protection_Acceleration\__pycache__\VeritasAegisNexus.cpython-313.pyc || 60_PowerShell_Entry_Internal\Invoke-VIA-PanoramaHardGateSafeFix.ps1,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
67_targetenv,3,2,GENERAL,UNKNOWN,via_core_312 || PowerShell 7,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
67_sha256,3,2,GENERAL,UNKNOWN,A518BFF38480953AEB5C12F4176D5EB9F094E88B26EC7AF8A23519AA445D0AC2 || A13450E1C53DD610CB2395A62602E3A867EAB8D2151D946163319227BFB144DB,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
67_aiinstruction,3,2,PATH_IO,UNKNOWN,Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
67_engineerinstruction,3,2,ENGINE,UNKNOWN,Register and expose in matrix/report. || Register and expose in matrix/report only.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
68_relativepath,3,2,PATH_IO,UNKNOWN,50_Protection_Acceleration\__pycache__\VeritasCeleritas.cpython-313.pyc || 60_PowerShell_Entry_Internal\Invoke-VIA-PanoramaHardGateSafeFix.ps1.freeze.lock.json,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
68_targetenv,3,2,GENERAL,UNKNOWN,via_core_312 || document/report,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
68_sha256,3,2,GENERAL,UNKNOWN,4C4D811086DC4ECF5A3F9AF2F355AC0A5993F5A82E056C0CC28107F07CFAC9FD || 1584A10A4A51E7F04B3775365F35E032BAACDCBD65413DDFC64E0F0EF98D0302,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
68_aiinstruction,3,2,PATH_IO,UNKNOWN,Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
68_engineerinstruction,3,2,ENGINE,UNKNOWN,Register and expose in matrix/report. || Register and expose in matrix/report only.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
69_relativepath,3,2,PATH_IO,UNKNOWN,50_Protection_Acceleration\VeritasAegisNexus.py || 60_PowerShell_Entry_Internal\Invoke-VIA-SupportiveHardGate.ps1,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
69_targetenv,3,2,GENERAL,UNKNOWN,via_core_312 || PowerShell 7,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
69_hardgaterequired,3,2,VISUAL_LOCK,UNKNOWN,True || False,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
69_sha256,3,2,GENERAL,UNKNOWN,4A9443686A8F5DE076A9F69D4CD00FAB9576180D17F9FE03F9FF59A526BE4D7D || FBB40A799485EE5F5B45A6442E1FC4EF01965496F15AAD31C94028D3076A9BB0,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
69_aiinstruction,3,2,PATH_IO,UNKNOWN,Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
69_engineerinstruction,3,2,ENGINE,UNKNOWN,Wire to HardGate and EnvManager before execution. || Register and expose in matrix/report only.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
70_relativepath,3,2,PATH_IO,UNKNOWN,50_Protection_Acceleration\VeritasAegisNexus.py.freeze.lock.json || 60_PowerShell_Entry_Internal\Invoke-VIA-SupportiveHardGate.ps1.freeze.lock.json,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
70_sha256,3,2,GENERAL,UNKNOWN,ABB75DE9D63B46B014AB3C698708BD70A2CCEBBD4DBCED2E8836F9C94F2341CA || D79565BB6C18E817705311BBFA5F828C2577AE19B0734609BA73B022326E4465,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
70_aiinstruction,3,2,PATH_IO,UNKNOWN,Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
70_engineerinstruction,3,2,ENGINE,UNKNOWN,Register and expose in matrix/report. || Register and expose in matrix/report only.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
71_relativepath,3,2,PATH_IO,UNKNOWN,50_Protection_Acceleration\VeritasCeleritas.py || 60_PowerShell_Entry_Internal\Invoke-VRN-Guarded-Entry-v217.ps1,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
71_targetenv,3,2,GENERAL,UNKNOWN,via_core_312 || PowerShell 7,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
71_hardgaterequired,3,2,VISUAL_LOCK,UNKNOWN,True || False,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
71_sha256,3,2,GENERAL,UNKNOWN,ECB06BE4BADB7CE648E275A4C35A1AC44759F155AB39A137F9FBBBB7A536A1D0 || BA76A6D425993E8A0BA8B7285CD0DFA70075611CFEFCCCFD6F42BCD1BEE2DD12,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
71_aiinstruction,3,2,PATH_IO,UNKNOWN,Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
71_engineerinstruction,3,2,ENGINE,UNKNOWN,Wire to HardGate and EnvManager before execution. || Register and expose in matrix/report only.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
72_relativepath,3,2,PATH_IO,UNKNOWN,50_Protection_Acceleration\VeritasCeleritas.py.freeze.lock.json || 60_PowerShell_Entry_Internal\Invoke-VRN-Guarded-Entry-v217.ps1.freeze.lock.json,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
72_sha256,3,2,GENERAL,UNKNOWN,1F062BFA1F191DBB4269A0F7BE86C440BE7990D4B05BB03B90F15AD1B6C8C543 || 9A58FAF4BBA6B46FE154B06865707758DC4128FA80076D85E6368359860EF587,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
72_aiinstruction,3,2,PATH_IO,UNKNOWN,Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
72_engineerinstruction,3,2,ENGINE,UNKNOWN,Register and expose in matrix/report. || Register and expose in matrix/report only.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
73_relativepath,3,2,PATH_IO,UNKNOWN,60_PowerShell_Entry_Internal\Invoke-VIA-ALL.ps1 || 60_PowerShell_Entry_Internal\Invoke-VRN-MQ-NoOCR-Staging-v222.ps1,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
73_sha256,3,2,GENERAL,UNKNOWN,631FD2B4B10A00CE4E6AD033B9D287620904854CE342B7B421D63F022C10744F || C36A7B42BFCC5FA3998860131CAB268CAF5331765B62305D7B5FF530D8D1EBFD,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
73_aiinstruction,3,2,PATH_IO,UNKNOWN,Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
73_engineerinstruction,3,2,ENGINE,UNKNOWN,Register and expose in matrix/report. || Register and expose in matrix/report only.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
74_relativepath,3,2,PATH_IO,UNKNOWN,60_PowerShell_Entry_Internal\Invoke-VIA-ALL.ps1.freeze.lock.json || 60_PowerShell_Entry_Internal\Invoke-VRN-MQ-NoOCR-Staging-v222.ps1.freeze.lock.json,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
74_sha256,3,2,GENERAL,UNKNOWN,0AA97299E49BC896F3085F8074660C3519B25EDBBE0CA2C8DAB45C12183771CD || 5BE33CDF19C2C950C5F6B458710669AEDD739D7A39AE821CB1258ABF1D8A6C2C,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
74_aiinstruction,3,2,PATH_IO,UNKNOWN,Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
74_engineerinstruction,3,2,ENGINE,UNKNOWN,Register and expose in matrix/report. || Register and expose in matrix/report only.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
75_relativepath,3,2,PATH_IO,UNKNOWN,60_PowerShell_Entry_Internal\Invoke-VIA-FinishProject-SafeFast.ps1 || 60_PowerShell_Entry_Internal\Invoke-VRN-PURE-NOHANG-v2192.ps1,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
75_sha256,3,2,GENERAL,UNKNOWN,EAC08E2189071F28F6C2B47D97647FC0CE3F78A9AD9E9500CCC89D469206FBD6 || 7E562A514C00C31B55FAFA38C0BCD35D655E3E9A2918347DA76AA6D39423FA95,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
75_aiinstruction,3,2,PATH_IO,UNKNOWN,Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
75_engineerinstruction,3,2,ENGINE,UNKNOWN,Register and expose in matrix/report. || Register and expose in matrix/report only.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
76_relativepath,3,2,PATH_IO,UNKNOWN,60_PowerShell_Entry_Internal\Invoke-VIA-FinishProject-SafeFast.ps1.freeze.lock.json || 60_PowerShell_Entry_Internal\Invoke-VRN-PURE-NOHANG-v2192.ps1.freeze.lock.json,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
76_sha256,3,2,GENERAL,UNKNOWN,D78FF17814951EA49C30BA67DBDFDD4465EB9D7198807EC8FE7F8DA0501CE408 || 7E8814E3676FBB4B0368AB83E81E738C8D16548CCA603C4BBADAD147E2059E88,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
76_aiinstruction,3,2,PATH_IO,UNKNOWN,Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
76_engineerinstruction,3,2,ENGINE,UNKNOWN,Register and expose in matrix/report. || Register and expose in matrix/report only.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
77_role,3,2,GENERAL;GOVERNANCE_POLICY,UNKNOWN,"Protection, network guard, environment risk gate || Acceleration, cache, wheelhouse, retry, download/install planning",NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
77_relativepath,3,2,PATH_IO,UNKNOWN,60_PowerShell_Entry_Internal\Invoke-VIA-PanoramaHardGateSafeFix.ps1 || 70_VRN_Rules\__pycache__\VIS_VRN_BrokerAlias_Compatibility_v0222.cpython-313.pyc,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
77_priority,3,2,GENERAL,UNKNOWN,1 || 3,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
77_targetenv,3,2,GENERAL,UNKNOWN,PowerShell 7 || via_vrn_312,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
