"ModuleNo","ModuleId","Name","Role","Phase","SourcePath","TargetPath","Extension","SizeBytes","Sha256","Status","Risk"
"227","VRN_MDL227","VRN_MDL227_vrn_business_validation_report_v061574__REPORT__v061574.py","REPORT","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL227_vrn_business_validation_report_v061574__REPORT__v061574.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL227_vrn_business_validation_report_v061574__REPORT__v061574.py",".py","24100","49260f316ead93951f0562faf091d742c983fa5c5f2c5d4bc491c45c596898e7","OK","LOW"
"228","VRN_MDL228","VRN_MDL228_vrn_business_validation_report_v061574__REPORT__v061574.py","REPORT","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL228_vrn_business_validation_report_v061574__REPORT__v061574.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL228_vrn_business_validation_report_v061574__REPORT__v061574.py",".py","24321","20b276c8106060b03a63186e956b1534159a4c244360a2ffcb346c7e4069b0f9","OK","LOW"
"229","VRN_MDL229","VRN_MDL229_vrn_business_validation_report_v061574__REPORT__v061574.py","REPORT","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL229_vrn_business_validation_report_v061574__REPORT__v061574.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL229_vrn_business_validation_report_v061574__REPORT__v061574.py",".py","24321","20b276c8106060b03a63186e956b1534159a4c244360a2ffcb346c7e4069b0f9","OK","LOW"
"230","VRN_MDL230","VRN_MDL230_vrn_final_staging_evidence_seal_v0615694__GOVERNANCE__v0615694.py","GOVERNANCE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL230_vrn_final_staging_evidence_seal_v0615694__GOVERNANCE__v0615694.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL230_vrn_final_staging_evidence_seal_v0615694__GOVERNANCE__v0615694.py",".py","18530","3a32687a50c2221d261ef52eb5bbd16e61dd0de534f4cebb26a75e9264fab061","OK","LOW"
"231","VRN_MDL231","VRN_MDL231_vrn_final_staging_evidence_seal_v0615694__GOVERNANCE__v0615694.py","GOVERNANCE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL231_vrn_final_staging_evidence_seal_v0615694__GOVERNANCE__v0615694.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL231_vrn_final_staging_evidence_seal_v0615694__GOVERNANCE__v0615694.py",".py","18530","3a32687a50c2221d261ef52eb5bbd16e61dd0de534f4cebb26a75e9264fab061","OK","LOW"
"232","VRN_MDL232","VRN_MDL232_vrn_official_cell_validation_materialization_gate_v0615681_0615691__GOVERNANCE__v0615681.py","GOVERNANCE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL232_vrn_official_cell_validation_materialization_gate_v0615681_0615691__GOVERNANCE__v0615681.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL232_vrn_official_cell_validation_materialization_gate_v0615681_0615691__GOVERNANCE__v0615681.py",".py","26452","308371bbe7ce3e05b2a329d665e431f95bf60eae7767e14a5901887976f410db","OK","LOW"
"233","VRN_MDL233","VRN_MDL233_vrn_final_validation_router_materialization_gate_v061569__GOVERNANCE__v061569.py","GOVERNANCE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL233_vrn_final_validation_router_materialization_gate_v061569__GOVERNANCE__v061569.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL233_vrn_final_validation_router_materialization_gate_v061569__GOVERNANCE__v061569.py",".py","19314","03e2191dd8b6b5e8afb9062d7deea59a395c5ae58f06b15d25445a3704444a14","OK","LOW"
"234","VRN_MDL234","VRN_MDL234_vrn_flowa_official_parser_flowc_health_v061567__DATA_SOURCE__v061567.py","DATA_SOURCE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL234_vrn_flowa_official_parser_flowc_health_v061567__DATA_SOURCE__v061567.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL234_vrn_flowa_official_parser_flowc_health_v061567__DATA_SOURCE__v061567.py",".py","31769","6e3feec039387d1bff2fafdb3894ed419cd0d5f7ec0162548ca7fab51bf134f5","OK","LOW"
"235","VRN_MDL235","VRN_MDL235_vrn_official_fetch_dryrun_parser_ready_v06156551__DATA_SOURCE__v06156551.py","DATA_SOURCE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL235_vrn_official_fetch_dryrun_parser_ready_v06156551__DATA_SOURCE__v06156551.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL235_vrn_official_fetch_dryrun_parser_ready_v06156551__DATA_SOURCE__v06156551.py",".py","24844","0b5ff044cbcb821ad3a66c116ca4f0f283656ca5a2cbc54f8e9e774ebb8acaf1","OK","LOW"
"236","VRN_MDL236","VRN_MDL236_vrn_official_forecast_validation_preflight_seal_v06156541__GOVERNANCE__v06156541.py","GOVERNANCE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL236_vrn_official_forecast_validation_preflight_seal_v06156541__GOVERNANCE__v06156541.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL236_vrn_official_forecast_validation_preflight_seal_v06156541__GOVERNANCE__v06156541.py",".py","22443","1c6459205e2a986dd8afafddd74e8f22a3060980ef91cad19a5db48b571da906","OK","LOW"
"237","VRN_MDL237","VRN_MDL237_vrn_parser_repair_router_validation_gate_v0615653__GOVERNANCE__v0615653.py","GOVERNANCE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL237_vrn_parser_repair_router_validation_gate_v0615653__GOVERNANCE__v0615653.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL237_vrn_parser_repair_router_validation_gate_v0615653__GOVERNANCE__v0615653.py",".py","22667","1f9b8f2b8c6807ce495ce3a61247800180860ecf1e93e7a9779ac16e0e90417a","OK","LOW"
"238","VRN_MDL238","VRN_MDL238_vrn_account_period_value_parser_preflight_v0615651__MODULE__v0615651.py","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL238_vrn_account_period_value_parser_preflight_v0615651__MODULE__v0615651.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL238_vrn_account_period_value_parser_preflight_v0615651__MODULE__v0615651.py",".py","27207","4e6deb61c36c045f286e401e149fc6af292a81b60aa29b8144158c5fdacad0ee","OK","LOW"
"239","VRN_MDL239","VRN_MDL239_vrn_new_report_format_system_default_installer_v06155__REPORT__v06155.py","REPORT","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL239_vrn_new_report_format_system_default_installer_v06155__REPORT__v06155.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL239_vrn_new_report_format_system_default_installer_v06155__REPORT__v06155.py",".py","27306","24353a22bdb96e038d8887b6a409d5ecfef09b4625deb21689a5eeddb201c44a","OK","LOW"
"240","VRN_MDL240","VRN_MDL240_vrn_dualflow_final_report_repair_v0615492__REPORT__v0615492.py","REPORT","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL240_vrn_dualflow_final_report_repair_v0615492__REPORT__v0615492.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL240_vrn_dualflow_final_report_repair_v0615492__REPORT__v0615492.py",".py","10183","04ce5a481f2026b6097d082b75a8b40eed99774d894fd21b3b7a423a9ee64b43","OK","LOW"
"241","VRN_MDL241","VRN_MDL241_flow_a_table_reconstruction_planner_v061549__SUPPORT_RULE__v061549.py","SUPPORT_RULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL241_flow_a_table_reconstruction_planner_v061549__SUPPORT_RULE__v061549.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL241_flow_a_table_reconstruction_planner_v061549__SUPPORT_RULE__v061549.py",".py","14178","eb40b0c4e340075143d4f4af58b028c2bbd2feffddb234f72da6e1d5a727b572","OK","LOW"
"242","VRN_MDL242","VRN_MDL242_vrn_financialdata_row_level_join_repair_v06153__FINANCIALDATA__v06153.py","FINANCIALDATA","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL242_vrn_financialdata_row_level_join_repair_v06153__FINANCIALDATA__v06153.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL242_vrn_financialdata_row_level_join_repair_v06153__FINANCIALDATA__v06153.py",".py","22631","b86e30abf72473c41e3ec3da47d4dbd55934e72651b7fd736e23c7d0b4f76b14","OK","LOW"
"243","VRN_MDL243","VRN_MDL243_vrn_evidence_source_decontamination_router_v06152__MODULE__v06152.py","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL243_vrn_evidence_source_decontamination_router_v06152__MODULE__v06152.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL243_vrn_evidence_source_decontamination_router_v06152__MODULE__v06152.py",".py","18915","172c8c1fa39c5f41d7aed0ad71cf5ac603c181a8b911a4ea9f3ea9b287031b0a","OK","LOW"
"244","VRN_MDL244","VRN_MDL244_vrn_financialdata_repair_router_v06151__FINANCIALDATA__v06151.py","FINANCIALDATA","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL244_vrn_financialdata_repair_router_v06151__FINANCIALDATA__v06151.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL244_vrn_financialdata_repair_router_v06151__FINANCIALDATA__v06151.py",".py","17619","31580cc779611b426774b8354b04e65fa1818cb678b6318de78eb85ce1dffc7e","OK","LOW"
"245","VRN_MDL245","VRN_MDL245_vrn_broker_abbrev_ssot_final_patch_v06135__SUPPORT_RULE__v06135.py","SUPPORT_RULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL245_vrn_broker_abbrev_ssot_final_patch_v06135__SUPPORT_RULE__v06135.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL245_vrn_broker_abbrev_ssot_final_patch_v06135__SUPPORT_RULE__v06135.py",".py","25506","05b66285798d5fa84f0db9e1c0bc74913e5945eadd05cd466281f3c01dbd65a7","OK","LOW"
"246","VRN_MDL246","VRN_MDL246_vrn_broker_abbrev_ssot_final_patch_v06135__SUPPORT_RULE__v06135.py","SUPPORT_RULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL246_vrn_broker_abbrev_ssot_final_patch_v06135__SUPPORT_RULE__v06135.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL246_vrn_broker_abbrev_ssot_final_patch_v06135__SUPPORT_RULE__v06135.py",".py","25506","05b66285798d5fa84f0db9e1c0bc74913e5945eadd05cd466281f3c01dbd65a7","OK","LOW"
"247","VRN_MDL247","VRN_MDL247_vrn_broker_english_abbrev_ssot_normalize_v06134__SUPPORT_RULE__v06134.py","SUPPORT_RULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL247_vrn_broker_english_abbrev_ssot_normalize_v06134__SUPPORT_RULE__v06134.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL247_vrn_broker_english_abbrev_ssot_normalize_v06134__SUPPORT_RULE__v06134.py",".py","20654","9400116d29d76713c6f513beab0bd2a4dd8eb4a0a2d62b94e8861cc9ff1989fc","OK","LOW"
"248","VRN_MDL248","VRN_MDL248_vrn_company_report_matrix_calibration_v06131__REPORT__v06131.py","REPORT","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL248_vrn_company_report_matrix_calibration_v06131__REPORT__v06131.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL248_vrn_company_report_matrix_calibration_v06131__REPORT__v06131.py",".py","18486","c635f235243df7adbeb3c6b791d34d33f009aaa74b8f39c9d1fb3ff632eb1af0","OK","LOW"
"249","VRN_MDL249","VRN_MDL249_vrn_company_report_only_gate_v06130__REPORT__v06130.py","REPORT","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL249_vrn_company_report_only_gate_v06130__REPORT__v06130.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL249_vrn_company_report_only_gate_v06130__REPORT__v06130.py",".py","17098","426a7657d366f48b8969d2c85bb92337a4ef9a9c60b40fafce3e3701cab8a16e","OK","LOW"
"250","VRN_MDL250","VRN_MDL250_vrn_one_row_file_validation_matrix_v06129__GOVERNANCE__v06129.py","GOVERNANCE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL250_vrn_one_row_file_validation_matrix_v06129__GOVERNANCE__v06129.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL250_vrn_one_row_file_validation_matrix_v06129__GOVERNANCE__v06129.py",".py","23502","c1f21a4c770de5881ba56a459d174139c26f9eccb6a36877aa783d2246fa81f7","OK","LOW"
"251","VRN_MDL251","VRN_MDL251_vrn_input_file_coverage_reconcile_v06128__MODULE__v06128.py","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL251_vrn_input_file_coverage_reconcile_v06128__MODULE__v06128.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL251_vrn_input_file_coverage_reconcile_v06128__MODULE__v06128.py",".py","16892","2fdfc99866c4c8ded15b1130bb8fa6f7c69b19fad705b43639339b54801beb5d","OK","LOW"
"252","VRN_MDL252","VRN_MDL252_vrn_financial_final_seal_v06127__FINANCIALDATA__v06127.py","FINANCIALDATA","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL252_vrn_financial_final_seal_v06127__FINANCIALDATA__v06127.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL252_vrn_financial_final_seal_v06127__FINANCIALDATA__v06127.py",".py","18199","ea4984eadef1e518a73db281565cc874ff755cf35da2ca7cba10323e91700dcd","OK","LOW"
"253","VRN_MDL253","VRN_MDL253_vrn_financial_final_seal_v06127__FINANCIALDATA__v06127.py","FINANCIALDATA","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL253_vrn_financial_final_seal_v06127__FINANCIALDATA__v06127.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL253_vrn_financial_final_seal_v06127__FINANCIALDATA__v06127.py",".py","18199","ea4984eadef1e518a73db281565cc874ff755cf35da2ca7cba10323e91700dcd","OK","LOW"
"254","VRN_MDL254","VRN_MDL254_vrn_financial_rescue_ssot_alias_v06126__FINANCIALDATA__v06126.py","FINANCIALDATA","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL254_vrn_financial_rescue_ssot_alias_v06126__FINANCIALDATA__v06126.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL254_vrn_financial_rescue_ssot_alias_v06126__FINANCIALDATA__v06126.py",".py","33531","63b5a2f3b46b517dab7341dc7f05d291cb9fd94af6032f94ad1f69fa5de65b43","OK","LOW"
"255","VRN_MDL255","VRN_MDL255_vrn_master_bridge_functional_smoke_test_v06122__GOVERNANCE__v06122.py","GOVERNANCE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL255_vrn_master_bridge_functional_smoke_test_v06122__GOVERNANCE__v06122.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL255_vrn_master_bridge_functional_smoke_test_v06122__GOVERNANCE__v06122.py",".py","14399","ede9eb3faa0806f402744a65a74fd063130d157957056d450ec8d00f82d0794c","OK","LOW"
"256","VRN_MDL256","VRN_MDL256_restore_vis_vrn_master_registry_bridge_v0611_manifest__GOVERNANCE__v0611.py","GOVERNANCE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL256_restore_vis_vrn_master_registry_bridge_v0611_manifest__GOVERNANCE__v0611.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL256_restore_vis_vrn_master_registry_bridge_v0611_manifest__GOVERNANCE__v0611.py",".py","19366","3f01e21793d9748e68fa0b5e76a42c2e5ba0166d83fa48cfebd33cd241342045","OK","LOW"
"257","VRN_MDL257","VRN_MDL257_vrn_name_short_financial_validation_v0606__FINANCIALDATA__v0606.py","FINANCIALDATA","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL257_vrn_name_short_financial_validation_v0606__FINANCIALDATA__v0606.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL257_vrn_name_short_financial_validation_v0606__FINANCIALDATA__v0606.py",".py","41506","a3e029e9c3a1cdd3b86518bd6d8e52ee65394ea5f6570924507e97fe4305afc4","OK","LOW"
"258","VRN_MDL258","VRN_MDL258_vrn_financial_ssot_input_rebind_v0604__FINANCIALDATA__v0604.py","FINANCIALDATA","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL258_vrn_financial_ssot_input_rebind_v0604__FINANCIALDATA__v0604.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL258_vrn_financial_ssot_input_rebind_v0604__FINANCIALDATA__v0604.py",".py","23017","9133eb373e1b0d2cfff81eb88d6fbbac391f6a2f306ac4cf587f44d847cd1ce5","OK","LOW"
"259","VRN_MDL259","VRN_MDL259_vrn_report_date_window_table_restore_v0597__REPORT__v0597.py","REPORT","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL259_vrn_report_date_window_table_restore_v0597__REPORT__v0597.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL259_vrn_report_date_window_table_restore_v0597__REPORT__v0597.py",".py","34837","748e5920d4a03be426132d8a54a2d3d0e682b9a4aead49f7baf9dc92838682ee","OK","LOW"
"260","VRN_MDL260","VRN_MDL260_vrn_valuation_dictionary_sourcebank_repair_v0595__MODULE__v0595.py","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL260_vrn_valuation_dictionary_sourcebank_repair_v0595__MODULE__v0595.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL260_vrn_valuation_dictionary_sourcebank_repair_v0595__MODULE__v0595.py",".py","58832","6a9bda265e65a6ee270df34b6823f55e474b8fa51dac4691d56427d813c30416","OK","LOW"
"261","VRN_MDL261","VRN_MDL261_vrn_firstpage_sourcebank_valuation_repair_v0594__MODULE__v0594.py","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL261_vrn_firstpage_sourcebank_valuation_repair_v0594__MODULE__v0594.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL261_vrn_firstpage_sourcebank_valuation_repair_v0594__MODULE__v0594.py",".py","42772","759783d54073ca021744d9e0bc37739b527ca9c48392046e61cbb505a5094187","OK","LOW"
"262","VRN_MDL262","VRN_MDL262_vrn_valuation_method_ssot_rebind_v0592__SUPPORT_RULE__v0592.py","SUPPORT_RULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL262_vrn_valuation_method_ssot_rebind_v0592__SUPPORT_RULE__v0592.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL262_vrn_valuation_method_ssot_rebind_v0592__SUPPORT_RULE__v0592.py",".py","30233","24eba965b7cddfc11004a2963af94b6e6d16c15e9afdcbb763e6ea790af59865","OK","LOW"
"263","VRN_MDL263","VRN_MDL263_vrn_unified_operation_db_ui_v0582__MODULE__v0582.py","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL263_vrn_unified_operation_db_ui_v0582__MODULE__v0582.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL263_vrn_unified_operation_db_ui_v0582__MODULE__v0582.py",".py","51069","98ec93fecde54bf5cc4967befc1bddbeca4c8219f95ecf71cbe7254d62f322bc","OK","LOW"
"264","VRN_MDL264","VRN_MDL264_vrn_unified_operation_db_ui_v0582__MODULE__v0582.py","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL264_vrn_unified_operation_db_ui_v0582__MODULE__v0582.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL264_vrn_unified_operation_db_ui_v0582__MODULE__v0582.py",".py","37245","2b9492ad0238406bc72ffbc50a33ebb85bc7c31e746345078662ff6fbe0f2d63","OK","LOW"
