ticker,name,market,industry,isin,security_type,listed_date,status
8150,南茂,TWSE,,,LISTED,,ACTIVE_SEED
8162,微矽電子-創,TWSE,,,LISTED,,ACTIVE_SEED
8163,達方,TWSE,,,LISTED,,ACTIVE_SEED
8201,無敵,TWSE,,,LISTED,,ACTIVE_SEED
8210,勤誠,TWSE,,,LISTED,,ACTIVE_SEED
8213,志超,TWSE,,,LISTED,,ACTIVE_SEED
8215,明基材,TWSE,,,LISTED,,ACTIVE_SEED
8222,寶一,TWSE,,,LISTED,,ACTIVE_SEED
8249,菱光,TWSE,,,LISTED,,ACTIVE_SEED
8261,富鼎,TWSE,,,LISTED,,ACTIVE_SEED
8271,宇瞻,TWSE,,,LISTED,,ACTIVE_SEED
8341,日友,TWSE,,,LISTED,,ACTIVE_SEED
8367,建新國際,TWSE,,,LISTED,,ACTIVE_SEED
8374,羅昇,TWSE,,,LISTED,,ACTIVE_SEED
8404,百和興業-KY,TWSE,,,LISTED,,ACTIVE_SEED
8411,福貞-KY,TWSE,,,LISTED,,ACTIVE_SEED
8422,可寧衛*,TWSE,,,LISTED,,ACTIVE_SEED
8429,金麗-KY,TWSE,,,LISTED,,ACTIVE_SEED
8438,昶昕,TWSE,,,LISTED,,ACTIVE_SEED
8442,威宏-KY,TWSE,,,LISTED,,ACTIVE_SEED
8443,阿瘦,TWSE,,,LISTED,,ACTIVE_SEED
8454,富邦媒,TWSE,,,LISTED,,ACTIVE_SEED
8462,柏文,TWSE,,,LISTED,,ACTIVE_SEED
8463,潤泰材,TWSE,,,LISTED,,ACTIVE_SEED
8464,億豐,TWSE,,,LISTED,,ACTIVE_SEED
8466,美吉吉-KY,TWSE,,,LISTED,,ACTIVE_SEED
8467,波力-KY,TWSE,,,LISTED,,ACTIVE_SEED
8473,山林水,TWSE,,,LISTED,,ACTIVE_SEED
8476,台境*,TWSE,,,LISTED,,ACTIVE_SEED
8478,東哥遊艇,TWSE,,,LISTED,,ACTIVE_SEED
8481,政伸,TWSE,,,LISTED,,ACTIVE_SEED
8482,商億-KY,TWSE,,,LISTED,,ACTIVE_SEED
8487,愛爾達-創,TWSE,,,LISTED,,ACTIVE_SEED
8488,吉源-KY,TWSE,,,LISTED,,ACTIVE_SEED
8499,鼎炫-KY,TWSE,,,LISTED,,ACTIVE_SEED
8926,台汽電,TWSE,,,LISTED,,ACTIVE_SEED
8940,新天地,TWSE,,,LISTED,,ACTIVE_SEED
8996,高力,TWSE,,,LISTED,,ACTIVE_SEED
9103,美德醫療-DR,TWSE,,,LISTED,,ACTIVE_SEED
910322,康師傅-DR,TWSE,,,LISTED,,ACTIVE_SEED
9105,泰金寶-DR,TWSE,,,LISTED,,ACTIVE_SEED
910861,神州-DR,TWSE,,,LISTED,,ACTIVE_SEED
9110,越南控-DR,TWSE,,,LISTED,,ACTIVE_SEED
911608,明輝-DR,TWSE,,,LISTED,,ACTIVE_SEED
911622,泰聚亨-DR,TWSE,,,LISTED,,ACTIVE_SEED
911868,同方友友-DR,TWSE,,,LISTED,,ACTIVE_SEED
912000,晨訊科-DR,TWSE,,,LISTED,,ACTIVE_SEED
9136,巨騰-DR,TWSE,,,LISTED,,ACTIVE_SEED
9802,鈺齊-KY,TWSE,,,LISTED,,ACTIVE_SEED
9902,台火,TWSE,,,LISTED,,ACTIVE_SEED
9904,寶成,TWSE,,,LISTED,,ACTIVE_SEED
9905,大華,TWSE,,,LISTED,,ACTIVE_SEED
9906,欣巴巴,TWSE,,,LISTED,,ACTIVE_SEED
9907,統一實,TWSE,,,LISTED,,ACTIVE_SEED
9908,大台北,TWSE,,,LISTED,,ACTIVE_SEED
9910,豐泰,TWSE,,,LISTED,,ACTIVE_SEED
9911,櫻花,TWSE,,,LISTED,,ACTIVE_SEED
9912,偉聯,TWSE,,,LISTED,,ACTIVE_SEED
9914,美利達,TWSE,,,LISTED,,ACTIVE_SEED
9917,中保科,TWSE,,,LISTED,,ACTIVE_SEED
9918,欣天然,TWSE,,,LISTED,,ACTIVE_SEED
9919,康那香,TWSE,,,LISTED,,ACTIVE_SEED
9921,巨大,TWSE,,,LISTED,,ACTIVE_SEED
9924,福興,TWSE,,,LISTED,,ACTIVE_SEED
9925,新保,TWSE,,,LISTED,,ACTIVE_SEED
9926,新海,TWSE,,,LISTED,,ACTIVE_SEED
9927,泰銘,TWSE,,,LISTED,,ACTIVE_SEED
9928,中視,TWSE,,,LISTED,,ACTIVE_SEED
9929,秋雨,TWSE,,,LISTED,,ACTIVE_SEED
9930,中聯資源,TWSE,,,LISTED,,ACTIVE_SEED
9931,欣高,TWSE,,,LISTED,,ACTIVE_SEED
9933,中鼎,TWSE,,,LISTED,,ACTIVE_SEED
9934,成霖,TWSE,,,LISTED,,ACTIVE_SEED
9935,慶豐富,TWSE,,,LISTED,,ACTIVE_SEED
9937,全國,TWSE,,,LISTED,,ACTIVE_SEED
9938,百和,TWSE,,,LISTED,,ACTIVE_SEED
9939,宏全,TWSE,,,LISTED,,ACTIVE_SEED
9940,信義,TWSE,,,LISTED,,ACTIVE_SEED
9941,裕融,TWSE,,,LISTED,,ACTIVE_SEED
9941A,裕融甲特,TWSE,,,LISTED,,ACTIVE_SEED
9942,茂順,TWSE,,,LISTED,,ACTIVE_SEED
9943,好樂迪,TWSE,,,LISTED,,ACTIVE_SEED
9944,新麗,TWSE,,,LISTED,,ACTIVE_SEED
9945,潤泰新,TWSE,,,LISTED,,ACTIVE_SEED
9946,三發地產,TWSE,,,LISTED,,ACTIVE_SEED
9955,佳龍,TWSE,,,LISTED,,ACTIVE_SEED
9958,世紀鋼,TWSE,,,LISTED,,ACTIVE_SEED
