bucket,name,extension,bytes,modified,path,sha256
Other,test_bdist_rpm.cpython-311.pyc,.pyc,6208,2026-06-11 11:11:57,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_distutils\tests\__pycache__\test_bdist_rpm.cpython-311.pyc,
Other,test_build.cpython-311.pyc,.pyc,2843,2026-06-11 11:11:57,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_distutils\tests\__pycache__\test_build.cpython-311.pyc,
Other,test_build_clib.cpython-311.pyc,.pyc,8118,2026-06-11 11:11:57,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_distutils\tests\__pycache__\test_build_clib.cpython-311.pyc,
Other,test_build_ext.cpython-311.pyc,.pyc,33593,2026-06-11 11:11:57,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_distutils\tests\__pycache__\test_build_ext.cpython-311.pyc,
Other,test_build_py.cpython-311.pyc,.pyc,10721,2026-06-11 11:11:57,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_distutils\tests\__pycache__\test_build_py.cpython-311.pyc,
Other,test_build_scripts.cpython-311.pyc,.pyc,5391,2026-06-11 11:11:57,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_distutils\tests\__pycache__\test_build_scripts.cpython-311.pyc,
Other,test_check.cpython-311.pyc,.pyc,8048,2026-06-11 11:11:57,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_distutils\tests\__pycache__\test_check.cpython-311.pyc,
Other,test_clean.cpython-311.pyc,.pyc,2373,2026-06-11 11:11:57,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_distutils\tests\__pycache__\test_clean.cpython-311.pyc,
Other,test_cmd.cpython-311.pyc,.pyc,7735,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_distutils\tests\__pycache__\test_cmd.cpython-311.pyc,
Other,test_config_cmd.cpython-311.pyc,.pyc,5724,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_distutils\tests\__pycache__\test_config_cmd.cpython-311.pyc,
Other,test_core.cpython-311.pyc,.pyc,6675,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_distutils\tests\__pycache__\test_core.cpython-311.pyc,
Other,test_dir_util.cpython-311.pyc,.pyc,9282,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_distutils\tests\__pycache__\test_dir_util.cpython-311.pyc,
Other,test_dist.cpython-311.pyc,.pyc,30308,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_distutils\tests\__pycache__\test_dist.cpython-311.pyc,
Other,test_extension.cpython-311.pyc,.pyc,4994,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_distutils\tests\__pycache__\test_extension.cpython-311.pyc,
Other,test_filelist.cpython-311.pyc,.pyc,16612,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_distutils\tests\__pycache__\test_filelist.cpython-311.pyc,
Other,test_file_util.cpython-311.pyc,.pyc,7613,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_distutils\tests\__pycache__\test_file_util.cpython-311.pyc,
Other,test_install.cpython-311.pyc,.pyc,15530,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_distutils\tests\__pycache__\test_install.cpython-311.pyc,
Other,test_install_data.cpython-311.pyc,.pyc,5260,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_distutils\tests\__pycache__\test_install_data.cpython-311.pyc,
Other,test_install_headers.cpython-311.pyc,.pyc,2162,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_distutils\tests\__pycache__\test_install_headers.cpython-311.pyc,
Other,test_install_lib.cpython-311.pyc,.pyc,6839,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_distutils\tests\__pycache__\test_install_lib.cpython-311.pyc,
Other,test_install_scripts.cpython-311.pyc,.pyc,2882,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_distutils\tests\__pycache__\test_install_scripts.cpython-311.pyc,
Other,test_log.cpython-311.pyc,.pyc,1104,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_distutils\tests\__pycache__\test_log.cpython-311.pyc,
Other,test_modified.cpython-311.pyc,.pyc,8458,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_distutils\tests\__pycache__\test_modified.cpython-311.pyc,
Other,test_sdist.cpython-311.pyc,.pyc,23541,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_distutils\tests\__pycache__\test_sdist.cpython-311.pyc,
Other,test_spawn.cpython-311.pyc,.pyc,8695,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_distutils\tests\__pycache__\test_spawn.cpython-311.pyc,
Other,test_sysconfig.cpython-311.pyc,.pyc,19492,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_distutils\tests\__pycache__\test_sysconfig.cpython-311.pyc,
Other,test_text_file.cpython-311.pyc,.pyc,3913,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_distutils\tests\__pycache__\test_text_file.cpython-311.pyc,
Other,test_util.cpython-311.pyc,.pyc,15866,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_distutils\tests\__pycache__\test_util.cpython-311.pyc,
Other,test_version.cpython-311.pyc,.pyc,4520,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_distutils\tests\__pycache__\test_version.cpython-311.pyc,
Other,test_versionpredicate.cpython-311.pyc,.pyc,248,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_distutils\tests\__pycache__\test_versionpredicate.cpython-311.pyc,
Other,unix_compat.cpython-311.pyc,.pyc,839,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_distutils\tests\__pycache__\unix_compat.cpython-311.pyc,
Other,__init__.cpython-311.pyc,.pyc,2119,2026-06-11 11:11:57,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_distutils\tests\__pycache__\__init__.cpython-311.pyc,
Other,autoasync.cpython-311.pyc,.pyc,5374,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\autocommand\__pycache__\autoasync.cpython-311.pyc,
Other,autocommand.cpython-311.pyc,.pyc,1563,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\autocommand\__pycache__\autocommand.cpython-311.pyc,
Other,automain.cpython-311.pyc,.pyc,2070,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\autocommand\__pycache__\automain.cpython-311.pyc,
Other,autoparse.cpython-311.pyc,.pyc,12334,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\autocommand\__pycache__\autoparse.cpython-311.pyc,
Other,errors.cpython-311.pyc,.pyc,535,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\autocommand\__pycache__\errors.cpython-311.pyc,
Other,__init__.cpython-311.pyc,.pyc,548,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\autocommand\__pycache__\__init__.cpython-311.pyc,
Other,__init__.py,.py,108491,2026-06-11 11:11:57,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\backports\tarfile\__init__.py,3F07F6A9421F0744A89493C229CC77BF3DD412EFDA89DB38838B007F1CBDE2A8
Other,__main__.py,.py,59,2026-06-11 11:11:57,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\backports\tarfile\__main__.py,630DA8193D5A7EBCF6781B24CDD3D82FC45E07FDE5880A6684590DD846C399CE
Other,__init__.cpython-311.pyc,.pyc,374,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\backports\__pycache__\__init__.cpython-311.pyc,
Other,py311.py,.py,608,2026-06-11 11:11:57,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\importlib_metadata\compat\py311.py,BAA9BE2BEBA88728F5D38D931F86BD12BFC8E68EFAEBB0EFBA5703FA00BF7D20
Other,py39.py,.py,1187,2026-06-11 11:11:57,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\importlib_metadata\compat\py39.py,2775BB3D45513CD60C99CBD3D76445F2774153D7BCFD3D0073853CEC1B2BABBD
Other,__init__.py,.py,0,2026-06-11 11:11:57,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\importlib_metadata\compat\__init__.py,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855
Other,diagnose.cpython-311.pyc,.pyc,1423,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\importlib_metadata\__pycache__\diagnose.cpython-311.pyc,
Other,_adapters.cpython-311.pyc,.pyc,6845,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\importlib_metadata\__pycache__\_adapters.cpython-311.pyc,
Other,_collections.cpython-311.pyc,.pyc,2282,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\importlib_metadata\__pycache__\_collections.cpython-311.pyc,
Other,_compat.cpython-311.pyc,.pyc,2512,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\importlib_metadata\__pycache__\_compat.cpython-311.pyc,
Other,_functools.cpython-311.pyc,.pyc,4715,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\importlib_metadata\__pycache__\_functools.cpython-311.pyc,
Other,_itertools.cpython-311.pyc,.pyc,7057,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\importlib_metadata\__pycache__\_itertools.cpython-311.pyc,
Other,_meta.cpython-311.pyc,.pyc,4063,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\importlib_metadata\__pycache__\_meta.cpython-311.pyc,
Other,_text.cpython-311.pyc,.pyc,4423,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\importlib_metadata\__pycache__\_text.cpython-311.pyc,
Other,_typing.cpython-311.pyc,.pyc,458,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\importlib_metadata\__pycache__\_typing.cpython-311.pyc,
Other,__init__.cpython-311.pyc,.pyc,63680,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\importlib_metadata\__pycache__\__init__.cpython-311.pyc,
Other,LICENSE,,10278,2026-06-11 11:11:57,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\importlib_metadata-8.7.1.dist-info\licenses\LICENSE,
Other,py.typed,.typed,0,2026-06-11 11:11:57,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\jaraco\context\py.typed,
Other,__init__.py,.py,9809,2026-06-11 11:11:57,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\jaraco\context\__init__.py,6EBD727581A8D57AFF3EED5A9EE11D77E42B8D48B3FC46392FFE44E02D372F8C
Other,py.typed,.typed,0,2026-06-11 11:11:57,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\jaraco\functools\py.typed,
Other,__init__.py,.py,18599,2026-06-11 11:11:57,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\jaraco\functools\__init__.py,649C7D70CB3636F936C46525F0E8D51A4A6374E68D952CC9ACDE1D1A09605F68
Other,__init__.pyi,.pyi,3907,2026-06-11 11:11:57,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\jaraco\functools\__init__.pyi,
Other,layouts.py,.py,643,2026-06-11 11:11:57,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\jaraco\text\layouts.py,1D30BC6924CB67BB978A9C8E5DAA51302D79F23B9E7232BA455C22B5F999F7FC
Other,Lorem ipsum.txt,.txt,1335,2026-06-11 11:11:57,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\jaraco\text\Lorem ipsum.txt,37FEDCFFBF73C4EB9F058F47677CB33203A436FF9390E4D38A8E01C9DAD28E0B
Other,show-newlines.py,.py,903,2026-06-11 11:11:57,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\jaraco\text\show-newlines.py,8D3D2FA7880B846DB4857DA54C1FB32A8FE2DCD80ACE3EFDC9101DCF878CCC83
Other,strip-prefix.py,.py,412,2026-06-11 11:11:57,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\jaraco\text\strip-prefix.py,35F55757C255368EA7A9CB980127CC57BFF2E04A3CCCC42A942386BC09D1215C
Other,to-dvorak.py,.py,118,2026-06-11 11:11:57,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\jaraco\text\to-dvorak.py,DFA9CF3EC8A27F0BFA45FA406FEFB7CE981B231F288679C8D5A476F482533BDB
Other,to-qwerty.py,.py,118,2026-06-11 11:11:57,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\jaraco\text\to-qwerty.py,210A0563DBFBBCB4C4C9B729BADE0A0589BFE46477E699AD819FF1CAB99D4E02
Other,__init__.py,.py,16762,2026-06-11 11:11:57,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\jaraco\text\__init__.py,95ACCD617A3C221391D5B16280B0321A28906A8EA3B4EDCA19687C6D964FC777
Other,LICENSE,,1076,2026-06-11 11:11:57,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\jaraco_context-6.1.0.dist-info\licenses\LICENSE,
Other,LICENSE,,1076,2026-06-11 11:11:57,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\jaraco_functools-4.4.0.dist-info\licenses\LICENSE,
Other,more.cpython-311.pyc,.pyc,207832,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\more_itertools\__pycache__\more.cpython-311.pyc,
Other,recipes.cpython-311.pyc,.pyc,56058,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\more_itertools\__pycache__\recipes.cpython-311.pyc,
Other,__init__.cpython-311.pyc,.pyc,406,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\more_itertools\__pycache__\__init__.cpython-311.pyc,
Other,LICENSE,,1053,2026-06-11 11:11:57,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\more_itertools-10.8.0.dist-info\licenses\LICENSE,
Other,_spdx.py,.py,51122,2026-06-11 11:11:57,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\packaging\licenses\_spdx.py,596EC35E2CA0EBCBA9FD8343FF0A51625AF548786257815F24B41F7E08613314
Other,__init__.py,.py,5819,2026-06-11 11:11:57,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\packaging\licenses\__init__.py,4F05CB1D9097C1281D17044B3F15BAD364FA99289EBA74851CCE9FA7CA605BBF
Other,markers.cpython-311.pyc,.pyc,15322,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\packaging\__pycache__\markers.cpython-311.pyc,
Other,metadata.cpython-311.pyc,.pyc,36502,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\packaging\__pycache__\metadata.cpython-311.pyc,
Other,pylock.cpython-311.pyc,.pyc,32952,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\packaging\__pycache__\pylock.cpython-311.pyc,
Other,requirements.cpython-311.pyc,.pyc,4761,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\packaging\__pycache__\requirements.cpython-311.pyc,
Other,specifiers.cpython-311.pyc,.pyc,43824,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\packaging\__pycache__\specifiers.cpython-311.pyc,
Other,tags.cpython-311.pyc,.pyc,28149,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\packaging\__pycache__\tags.cpython-311.pyc,
Other,utils.cpython-311.pyc,.pyc,7362,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\packaging\__pycache__\utils.cpython-311.pyc,
Other,version.cpython-311.pyc,.pyc,30150,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\packaging\__pycache__\version.cpython-311.pyc,
Other,_elffile.cpython-311.pyc,.pyc,5461,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\packaging\__pycache__\_elffile.cpython-311.pyc,
Other,_manylinux.cpython-311.pyc,.pyc,11180,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\packaging\__pycache__\_manylinux.cpython-311.pyc,
Other,_musllinux.cpython-311.pyc,.pyc,5359,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\packaging\__pycache__\_musllinux.cpython-311.pyc,
Other,_parser.cpython-311.pyc,.pyc,16574,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\packaging\__pycache__\_parser.cpython-311.pyc,
Other,_structures.cpython-311.pyc,.pyc,3883,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\packaging\__pycache__\_structures.cpython-311.pyc,
Other,_tokenizer.cpython-311.pyc,.pyc,8975,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\packaging\__pycache__\_tokenizer.cpython-311.pyc,
Other,__init__.cpython-311.pyc,.pyc,596,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\packaging\__pycache__\__init__.cpython-311.pyc,
Other,LICENSE,,197,2026-06-11 11:11:57,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\packaging-26.0.dist-info\licenses\LICENSE,
Other,LICENSE.APACHE,.apache,10174,2026-06-11 11:11:57,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\packaging-26.0.dist-info\licenses\LICENSE.APACHE,
Other,LICENSE.BSD,.bsd,1344,2026-06-11 11:11:57,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\packaging-26.0.dist-info\licenses\LICENSE.BSD,
Other,android.cpython-311.pyc,.pyc,11915,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\platformdirs\__pycache__\android.cpython-311.pyc,
Other,api.cpython-311.pyc,.pyc,14613,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\platformdirs\__pycache__\api.cpython-311.pyc,
Other,macos.cpython-311.pyc,.pyc,9632,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\platformdirs\__pycache__\macos.cpython-311.pyc,
Other,unix.cpython-311.pyc,.pyc,16302,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\platformdirs\__pycache__\unix.cpython-311.pyc,
Other,version.cpython-311.pyc,.pyc,939,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\platformdirs\__pycache__\version.cpython-311.pyc,
Other,windows.cpython-311.pyc,.pyc,14739,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\platformdirs\__pycache__\windows.cpython-311.pyc,
Other,__init__.cpython-311.pyc,.pyc,19204,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\platformdirs\__pycache__\__init__.cpython-311.pyc,
Other,__main__.cpython-311.pyc,.pyc,2321,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\platformdirs\__pycache__\__main__.cpython-311.pyc,
Other,LICENSE,,1089,2026-06-11 11:11:57,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\platformdirs-4.4.0.dist-info\licenses\LICENSE,
Other,_parser.cpython-311.pyc,.pyc,33785,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\tomli\__pycache__\_parser.cpython-311.pyc,
Other,_re.cpython-311.pyc,.pyc,4951,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\tomli\__pycache__\_re.cpython-311.pyc,
Other,_types.cpython-311.pyc,.pyc,440,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\tomli\__pycache__\_types.cpython-311.pyc,
Other,__init__.cpython-311.pyc,.pyc,402,2026-06-11 11:11:58,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\tomli\__pycache__\__init__.cpython-311.pyc,
Other,LICENSE,,1072,2026-06-11 11:11:57,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\tomli-2.4.0.dist-info\licenses\LICENSE,
Other,convert.py,.py,12743,2026-06-11 11:11:57,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_vendor\wheel\_commands\convert.py,D30489314D26FBA2D8D7A3A6F169A6968CBE84958565E3A623C853FB667B426B
