"def_project","def_engine_file","def_file_role","def_engine_param_count","def_total_param_count","def_path"
"VRN","VRN_MDL086_VRN_v139M_RedFalsePositiveCrusher__MODULE__v139M.py","SOURCE","23","190","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL086_VRN_v139M_RedFalsePositiveCrusher__MODULE__v139M.py"
"VRN","VRN_MDL087_VRN_v139K_DualCore_Coverage_Analyzer__MODULE__v139K.py","SOURCE","25","206","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL087_VRN_v139K_DualCore_Coverage_Analyzer__MODULE__v139K.py"
"VRN","VRN_MDL088_vrn_yfinance_header_canonical_refresh_v06147__DATA_SOURCE__v06147.py","SOURCE","45","244","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL088_vrn_yfinance_header_canonical_refresh_v06147__DATA_SOURCE__v06147.py"
"VRN","VRN_MDL092_vrn_post_commit_production_seal_v0615721__GOVERNANCE__v0615721.py","SOURCE","25","128","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL092_vrn_post_commit_production_seal_v0615721__GOVERNANCE__v0615721.py"
"VRN","VRN_MDL093_vrn_triflow_closeout_seal_final_ops_console_v0615701__GOVERNANCE__v0615701.py","SOURCE","29","226","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL093_vrn_triflow_closeout_seal_final_ops_console_v0615701__GOVERNANCE__v0615701.py"
"VRN","VRN_MDL094_vrn_commit_candidate_pack_approval_gate_v061570__MODULE__v061570.py","SOURCE","28","133","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL094_vrn_commit_candidate_pack_approval_gate_v061570__MODULE__v061570.py"
"VRN","VRN_MDL095_worker_A_row_level_join_scan_v06154__CORE__v06154.py","SOURCE","23","97","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL095_worker_A_row_level_join_scan_v06154__CORE__v06154.py"
"VRN","VRN_MDL096_worker_C_basicinfo_marketdata_scan_v06154__BASICINFO__v06154.py","SOURCE","24","113","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL096_worker_C_basicinfo_marketdata_scan_v06154__BASICINFO__v06154.py"
"VRN","VRN_MDL097_vrn_financialdata_final_evidence_selector_v06149__FINANCIALDATA__v06149.py","SOURCE","46","219","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL097_vrn_financialdata_final_evidence_selector_v06149__FINANCIALDATA__v06149.py"
"VRN","VRN_MDL098_vrn_financial_ssot_complete_trust_integration_v0608__FINANCIALDATA__v0608.py","REGISTRY","40","301","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL098_vrn_financial_ssot_complete_trust_integration_v0608__FINANCIALDATA__v0608.py"
"VRN","VRN_MDL099_vrn_valuation_method_precision_rebind_v0593__MODULE__v0593.py","SOURCE","41","216","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL099_vrn_valuation_method_precision_rebind_v0593__MODULE__v0593.py"
"VRN","VRN_MDL135_VRN_v140B3_CSV_CaseSafe_Auditor__GOVERNANCE__v140B3.py","SOURCE","14","69","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL135_VRN_v140B3_CSV_CaseSafe_Auditor__GOVERNANCE__v140B3.py"
"VRN","VRN_MDL152_vrn_official_fetch_dryrun_parser_readiness_v06156551__DATA_SOURCE__v06156551.json","ENGINE_MODULE","0","19","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL152_vrn_official_fetch_dryrun_parser_readiness_v06156551__DATA_SOURCE__v06156551.json"
"VRN","VRN_MDL159_vrn_tri_flow_parallel_orchestrator_v06154__CORE__v06154.json","ENGINE_MODULE","0","8","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL159_vrn_tri_flow_parallel_orchestrator_v06154__CORE__v06154.json"
"VRN","VRN_MDL188_VRN-AllInOne__REPORT__v0_0.ps1","REPORT","3","50","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL188_VRN-AllInOne__REPORT__v0_0.ps1"
"VRN","VRN_MDL189_run_vrn_boot_purge_temp_first__MODULE__v0_0.ps1","SOURCE","3","50","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL189_run_vrn_boot_purge_temp_first__MODULE__v0_0.ps1"
"VRN","VRN_MDL190_run_vrn_boot_purge_temp_first__REPORT__v0_0.ps1","REPORT","3","50","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL190_run_vrn_boot_purge_temp_first__REPORT__v0_0.ps1"
"VRN","VRN_MDL191_VRN-AllInOne__MODULE__v0_0.ps1","SOURCE","3","50","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL191_VRN-AllInOne__MODULE__v0_0.ps1"
"VRN","VRN_MDL192_run_vrn_summary__REPORT__v0_0.ps1","REPORT","3","50","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL192_run_vrn_summary__REPORT__v0_0.ps1"
"VRN","VRN_MDL193_run_vrn__REPORT__v0_0.ps1","REPORT","3","50","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL193_run_vrn__REPORT__v0_0.ps1"
"VRN","VRN_MDL194_run_vrn__MODULE__v0_0.ps1","SOURCE","3","50","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL194_run_vrn__MODULE__v0_0.ps1"
"VRN","VRN_MDL195_run_vrn_summary__MODULE__v0_0.ps1","REPORT","3","50","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL195_run_vrn_summary__MODULE__v0_0.ps1"
"VRN","VRN_MDL206_VRN_MDL_YFinanceInfoReferencePrefix_v02__DATA_SOURCE__v02.py","SOURCE","16","73","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL206_VRN_MDL_YFinanceInfoReferencePrefix_v02__DATA_SOURCE__v02.py"
"VRN","VRN_MDL207_VRN_MDL_HomepageSummarizer_Router_v01__MODULE__v01.py","ENGINE_MODULE","30","158","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL207_VRN_MDL_HomepageSummarizer_Router_v01__MODULE__v01.py"
"VRN","VRN_MDL208_VRN_v139L_Top10_Accelerator_Analyzer__MODULE__v139L.py","SOURCE","20","241","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL208_VRN_v139L_Top10_Accelerator_Analyzer__MODULE__v139L.py"
"VRN","VRN_MDL209_VRN_v139L_Top10_Accelerator_Analyzer__MODULE__v139L.py","SOURCE","20","241","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL209_VRN_v139L_Top10_Accelerator_Analyzer__MODULE__v139L.py"
"VRN","VRN_MDL210_VRN_v070_AllInOne__MODULE__v070.py","SOURCE","31","269","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL210_VRN_v070_AllInOne__MODULE__v070.py"
"VRN","VRN_MDL211_VRN_v141D6B_NoHang_Accelerator__BRIDGE__v141D6B.py","SOURCE","29","159","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL211_VRN_v141D6B_NoHang_Accelerator__BRIDGE__v141D6B.py"
"VRN","VRN_MDL212_VRN_v141D5B_Test_Debug_Activator__MODULE__v141D5B.py","TEST_VALIDATION","31","224","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL212_VRN_v141D5B_Test_Debug_Activator__MODULE__v141D5B.py"
"VRN","VRN_MDL213_VRN_v141D5_Aegis_Celeritas_Runtime_Bridge__MODULE__v141D5.py","SOURCE","31","194","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL213_VRN_v141D5_Aegis_Celeritas_Runtime_Bridge__MODULE__v141D5.py"
"VRN","VRN_MDL214_VRN_v141D4_Functional_Module_Contract__MODULE__v141D4.py","SOURCE","29","323","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL214_VRN_v141D4_Functional_Module_Contract__MODULE__v141D4.py"
"VRN","VRN_MDL215_vrn_financialdata_triflow_staging_v06153__FINANCIALDATA__v06153.py","SOURCE","31","172","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL215_vrn_financialdata_triflow_staging_v06153__FINANCIALDATA__v06153.py"
"VRN","VRN_MDL216_final_unified_gate_v06154__CORE__v06154.py","SOURCE","24","91","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL216_final_unified_gate_v06154__CORE__v06154.py"
"VRN","VRN_MDL217_worker_B_targeted_restore_scan_v06154__CORE__v06154.py","SOURCE","25","92","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL217_worker_B_targeted_restore_scan_v06154__CORE__v06154.py"
"VRN","VRN_MDL218_vrn_financial_data_confirm_verify_v06125__FINANCIALDATA__v06125.py","TEST_VALIDATION","47","336","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL218_vrn_financial_data_confirm_verify_v06125__FINANCIALDATA__v06125.py"
"VRN","VRN_MDL219_vrn_analyst_target_reportdate_ssot_patch_v06123__REPORT__v06123.py","REGISTRY","38","213","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL219_vrn_analyst_target_reportdate_ssot_patch_v06123__REPORT__v06123.py"
"VRN","VRN_MDL220_vrn_analyst_target_reportdate_ssot_patch_v06123__REPORT__v06123.py","REGISTRY","38","213","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL220_vrn_analyst_target_reportdate_ssot_patch_v06123__REPORT__v06123.py"
"VRN","VRN_MDL221_VRN_GeometryRecon_Runner__MODULE__v0_0.py","SOURCE","7","40","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL221_VRN_GeometryRecon_Runner__MODULE__v0_0.py"
"VRN","VRN_MDL227_vrn_business_validation_report_v061574__REPORT__v061574.py","TEST_VALIDATION","27","218","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL227_vrn_business_validation_report_v061574__REPORT__v061574.py"
"VRN","VRN_MDL228_vrn_business_validation_report_v061574__REPORT__v061574.py","TEST_VALIDATION","29","220","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL228_vrn_business_validation_report_v061574__REPORT__v061574.py"
"VRN","VRN_MDL229_vrn_business_validation_report_v061574__REPORT__v061574.py","TEST_VALIDATION","29","220","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL229_vrn_business_validation_report_v061574__REPORT__v061574.py"
"VRN","VRN_MDL230_vrn_final_staging_evidence_seal_v0615694__GOVERNANCE__v0615694.py","SOURCE","26","131","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL230_vrn_final_staging_evidence_seal_v0615694__GOVERNANCE__v0615694.py"
"VRN","VRN_MDL231_vrn_final_staging_evidence_seal_v0615694__GOVERNANCE__v0615694.py","SOURCE","26","131","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL231_vrn_final_staging_evidence_seal_v0615694__GOVERNANCE__v0615694.py"
"VRN","VRN_MDL232_vrn_official_cell_validation_materialization_gate_v0615681_0615691__GOVERNANCE__v0615681.py","TEST_VALIDATION","35","209","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL232_vrn_official_cell_validation_materialization_gate_v0615681_0615691__GOVERNANCE__v0615681.py"
"VRN","VRN_MDL233_vrn_final_validation_router_materialization_gate_v061569__GOVERNANCE__v061569.py","TEST_VALIDATION","27","175","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL233_vrn_final_validation_router_materialization_gate_v061569__GOVERNANCE__v061569.py"
"VRN","VRN_MDL234_vrn_flowa_official_parser_flowc_health_v061567__DATA_SOURCE__v061567.py","SOURCE","46","279","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL234_vrn_flowa_official_parser_flowc_health_v061567__DATA_SOURCE__v061567.py"
"VRN","VRN_MDL235_vrn_official_fetch_dryrun_parser_ready_v06156551__DATA_SOURCE__v06156551.py","ENGINE_MODULE","36","249","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL235_vrn_official_fetch_dryrun_parser_ready_v06156551__DATA_SOURCE__v06156551.py"
"VRN","VRN_MDL236_vrn_official_forecast_validation_preflight_seal_v06156541__GOVERNANCE__v06156541.py","TEST_VALIDATION","29","168","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL236_vrn_official_forecast_validation_preflight_seal_v06156541__GOVERNANCE__v06156541.py"
"VRN","VRN_MDL237_vrn_parser_repair_router_validation_gate_v0615653__GOVERNANCE__v0615653.py","TEST_VALIDATION","37","177","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL237_vrn_parser_repair_router_validation_gate_v0615653__GOVERNANCE__v0615653.py"
"VRN","VRN_MDL238_vrn_account_period_value_parser_preflight_v0615651__MODULE__v0615651.py","SOURCE","33","151","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL238_vrn_account_period_value_parser_preflight_v0615651__MODULE__v0615651.py"
"VRN","VRN_MDL239_vrn_new_report_format_system_default_installer_v06155__REPORT__v06155.py","REPORT","44","293","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL239_vrn_new_report_format_system_default_installer_v06155__REPORT__v06155.py"
"VRN","VRN_MDL240_vrn_dualflow_final_report_repair_v0615492__REPORT__v0615492.py","REPORT","19","93","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL240_vrn_dualflow_final_report_repair_v0615492__REPORT__v0615492.py"
"VRN","VRN_MDL241_flow_a_table_reconstruction_planner_v061549__SUPPORT_RULE__v061549.py","SOURCE","27","112","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL241_flow_a_table_reconstruction_planner_v061549__SUPPORT_RULE__v061549.py"
"VRN","VRN_MDL242_vrn_financialdata_row_level_join_repair_v06153__FINANCIALDATA__v06153.py","SOURCE","35","176","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL242_vrn_financialdata_row_level_join_repair_v06153__FINANCIALDATA__v06153.py"
"VRN","VRN_MDL243_vrn_evidence_source_decontamination_router_v06152__MODULE__v06152.py","ENGINE_MODULE","27","152","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL243_vrn_evidence_source_decontamination_router_v06152__MODULE__v06152.py"
"VRN","VRN_MDL244_vrn_financialdata_repair_router_v06151__FINANCIALDATA__v06151.py","ENGINE_MODULE","26","152","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL244_vrn_financialdata_repair_router_v06151__FINANCIALDATA__v06151.py"
"VRN","VRN_MDL245_vrn_broker_abbrev_ssot_final_patch_v06135__SUPPORT_RULE__v06135.py","REGISTRY","32","178","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL245_vrn_broker_abbrev_ssot_final_patch_v06135__SUPPORT_RULE__v06135.py"
"VRN","VRN_MDL246_vrn_broker_abbrev_ssot_final_patch_v06135__SUPPORT_RULE__v06135.py","REGISTRY","32","178","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL246_vrn_broker_abbrev_ssot_final_patch_v06135__SUPPORT_RULE__v06135.py"
"VRN","VRN_MDL247_vrn_broker_english_abbrev_ssot_normalize_v06134__SUPPORT_RULE__v06134.py","REGISTRY","28","161","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL247_vrn_broker_english_abbrev_ssot_normalize_v06134__SUPPORT_RULE__v06134.py"
"VRN","VRN_MDL248_vrn_company_report_matrix_calibration_v06131__REPORT__v06131.py","REPORT","32","164","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL248_vrn_company_report_matrix_calibration_v06131__REPORT__v06131.py"
"VRN","VRN_MDL249_vrn_company_report_only_gate_v06130__REPORT__v06130.py","REPORT","24","139","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL249_vrn_company_report_only_gate_v06130__REPORT__v06130.py"
"VRN","VRN_MDL250_vrn_one_row_file_validation_matrix_v06129__GOVERNANCE__v06129.py","TEST_VALIDATION","37","221","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL250_vrn_one_row_file_validation_matrix_v06129__GOVERNANCE__v06129.py"
"VRN","VRN_MDL251_vrn_input_file_coverage_reconcile_v06128__MODULE__v06128.py","SOURCE","26","154","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL251_vrn_input_file_coverage_reconcile_v06128__MODULE__v06128.py"
"VRN","VRN_MDL252_vrn_financial_final_seal_v06127__FINANCIALDATA__v06127.py","SOURCE","25","136","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL252_vrn_financial_final_seal_v06127__FINANCIALDATA__v06127.py"
"VRN","VRN_MDL253_vrn_financial_final_seal_v06127__FINANCIALDATA__v06127.py","SOURCE","25","136","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL253_vrn_financial_final_seal_v06127__FINANCIALDATA__v06127.py"
"VRN","VRN_MDL254_vrn_financial_rescue_ssot_alias_v06126__FINANCIALDATA__v06126.py","REGISTRY","46","256","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL254_vrn_financial_rescue_ssot_alias_v06126__FINANCIALDATA__v06126.py"
"VRN","VRN_MDL255_vrn_master_bridge_functional_smoke_test_v06122__GOVERNANCE__v06122.py","TEST_VALIDATION","18","113","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL255_vrn_master_bridge_functional_smoke_test_v06122__GOVERNANCE__v06122.py"
"VRN","VRN_MDL256_restore_vis_vrn_master_registry_bridge_v0611_manifest__GOVERNANCE__v0611.py","REGISTRY","28","161","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL256_restore_vis_vrn_master_registry_bridge_v0611_manifest__GOVERNANCE__v0611.py"
"VRN","VRN_MDL257_vrn_name_short_financial_validation_v0606__FINANCIALDATA__v0606.py","TEST_VALIDATION","49","339","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL257_vrn_name_short_financial_validation_v0606__FINANCIALDATA__v0606.py"
"VRN","VRN_MDL258_vrn_financial_ssot_input_rebind_v0604__FINANCIALDATA__v0604.py","REGISTRY","28","189","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL258_vrn_financial_ssot_input_rebind_v0604__FINANCIALDATA__v0604.py"
