Date,Ticker,ForeignNetAmount,InvestmentTrustNetAmount,DealerNetAmount
2026-02-12,3661.TW,1883981.4627890883,2002887.27735266,295762.7258281146
2026-02-13,3661.TW,273957.35565704864,1617137.3409214302,665029.7312330599
2026-02-16,3661.TW,250966.04162033106,41990.42885681518,208543.70173474585
2026-02-17,3661.TW,-716023.1937226653,15071.689237427898,231472.02845498864
2026-02-18,3661.TW,-415174.2716415333,493529.5387061506,-166239.31541796855
2026-02-19,3661.TW,1091447.1354260226,587492.1039662419,235255.5906081858
2026-02-20,3661.TW,162989.79135108547,-226414.95045794518,39065.56216701664
2026-02-23,3661.TW,156684.28755979077,1940879.2446942367,411893.7115695165
2026-02-24,3661.TW,1422263.2323856181,2566251.3664703127,131793.50649967702
2026-02-25,3661.TW,1158975.3860154212,201639.97980658934,-23231.856126246377
2026-02-26,3661.TW,321854.71093226835,1517213.0705816518,972156.8091500425
2026-02-27,3661.TW,224984.8071891133,-2594805.1088309116,-875381.6765576107
2026-03-02,3661.TW,651417.2370421218,2780374.7506574197,768140.3808512653
2026-03-03,3661.TW,-155589.03300599643,-552356.7164262972,-450209.5417503812
2026-03-04,3661.TW,807723.6282383907,-2519680.8787870756,-172678.28200066893
2026-03-05,3661.TW,-748510.2776263558,-628204.2184075257,34708.71890120194
2026-03-06,3661.TW,841391.0738582601,-75314.35865603675,-739059.4063242584
2026-03-09,3661.TW,837524.644920449,1467487.9531680846,401492.6380600791
2026-03-10,3661.TW,94915.92607786281,-839849.2255254464,311539.2178601281
2026-03-11,3661.TW,1773567.026420626,2378643.59430238,765542.1990217906
2026-03-12,3661.TW,2313119.054639135,78125.11471603124,158110.2970750998
2026-03-13,3661.TW,355491.51980320056,277073.08249436924,617067.8755546217
2026-03-16,3661.TW,1267033.1978316465,990484.685798613,-83920.936004163
2026-03-17,3661.TW,272544.71519060864,-1101224.6950091629,-553234.9240284729
2026-03-18,3661.TW,-772111.6357782189,-2125596.6111795376,-891814.383734898
2026-03-19,3661.TW,-335406.9111672204,1142791.550378349,745234.0266387203
2026-03-20,3661.TW,-1067045.7004462252,-2489648.424005128,658622.6207833686
2026-03-23,3661.TW,-1423026.4038048424,-1688762.9926562896,-210227.7546198761
2026-03-24,3661.TW,-192837.8644717674,2315554.718796151,542454.3512645292
2026-03-25,3661.TW,-470820.0603917866,-235770.8323598391,222421.2012850838
2026-03-26,3661.TW,-161980.83940714103,-193237.61995584954,-135075.1469703164
2026-03-27,3661.TW,-950283.3327034891,1669407.5020014085,-275075.7326177716
2026-03-30,3661.TW,473182.9369773021,-463762.62284622516,-438609.4239439962
2026-03-31,3661.TW,-527547.6067971264,-870268.0681690231,115823.08720524269
2026-04-01,3661.TW,-2054826.22087015,-1653266.7174349246,-300845.80173497327
2026-04-02,3661.TW,-1591514.014253288,543019.5703723673,854560.2303124273
2026-04-03,3661.TW,255746.95613129975,1383664.6361229098,361283.4216356998
2026-04-06,3661.TW,1060996.785140657,-6925255.709074401,-1236127.9397769002
2026-04-07,3661.TW,-1049633.429125324,-303713.302038499,-250644.56733180897
2026-04-08,3661.TW,-936537.3752038431,230946.96386785552,219995.14418983355
2026-04-09,3661.TW,-1290323.0124265929,-452599.5546057498,-386784.4070158725
2026-04-10,3661.TW,-803516.3261526888,300238.96075658675,272698.1618850009
2026-04-13,3661.TW,-94398.27281748244,-130451.22099577563,-109690.10277981409
2026-04-14,3661.TW,-990270.2204522577,-954291.2294400907,-143469.50675783708
2026-04-15,3661.TW,-238038.85510121874,470195.5535004473,246341.93711917946
2026-04-16,3661.TW,-452992.09056983894,1351001.1999586453,463305.18230809236
2026-04-17,3661.TW,519687.1200422708,-439288.0076939802,709706.2519484956
2026-04-20,3661.TW,377114.4533315297,-350220.7466852573,-212036.77184718265
2026-04-21,3661.TW,1177670.9366163912,2343404.8601475037,382509.8817649872
2026-04-22,3661.TW,-364895.0188704786,-316696.6886698616,210748.33970238332
2026-04-23,3661.TW,-361124.7248618544,-719137.3202306178,-103043.62705074053
2026-04-24,3661.TW,491166.1352873149,3916074.045989284,610257.7977174728
2026-04-27,3661.TW,1213352.1248877163,2819072.2371764597,-78502.3457579845
2026-04-28,3661.TW,-1875708.2424145932,-689076.157791453,-97651.90102237693
2026-04-29,3661.TW,-390547.2388004712,-460002.4997065453,352993.2462033268
2026-04-30,3661.TW,224652.74284151025,-1083820.6593952803,-228687.30970275484
2026-05-01,3661.TW,-314780.98923962656,310884.00250417256,297094.12953044445
2026-05-04,3661.TW,1611591.3864094738,-62233.250288842566,648152.1187623118
2026-05-05,3661.TW,-387961.76782573154,1179075.497183997,652071.5825237001
2026-05-06,3661.TW,-6003.844854747294,1883004.655830402,354161.43934493477
2026-05-07,3661.TW,-1885509.709678562,9122.362666474422,-251728.41614494496
2026-05-08,3661.TW,114237.68248378471,1848226.3411980998,-615066.3162926493
2026-05-11,3661.TW,-1422610.2374732196,1408559.188484474,-497107.14631267264
2026-05-12,3661.TW,-785577.7368361988,-661834.973507703,-403548.01856101793
2026-05-13,3661.TW,-699797.6567203425,-1328336.8654276202,-319456.6924500879
2026-05-14,3661.TW,-479164.16071744857,-326018.70940859156,-195940.01479655385
2026-05-15,3661.TW,829854.5154542859,-1592597.3320904882,275574.8744183805
2026-05-18,3661.TW,37556.119145402336,-1977384.4138584442,-372027.13370071526
2026-05-19,3661.TW,4591247.786521026,6233997.699361287,2351510.9398223786
2026-05-20,3661.TW,290552.2678371378,1122558.4685062494,98264.66002136092
2026-05-21,3661.TW,59734.82132588704,-343359.67149605363,-39222.4993276065
2026-05-22,3661.TW,-295461.74837193417,145315.88127143215,-275062.33036952093
2026-05-25,3661.TW,479186.1383197732,-630857.6443556715,245303.1559937737
2026-05-26,3661.TW,470261.5493753147,589209.8827105623,16674.202041406385
2026-05-27,3661.TW,476836.1226781199,-3247925.8192229597,-1120969.152726763
2026-05-28,3661.TW,1293386.8710530167,-2379873.5152505822,-863531.0295312532
2026-05-29,3661.TW,576108.3472393468,230904.83617629044,253571.60351875934
2026-06-01,3661.TW,-966585.2978846357,-613304.1194045782,-189037.6463470544
2026-06-02,3661.TW,-152809.08804567842,-14019.311851061793,313161.22593325144
2026-06-03,3661.TW,-588401.3910059681,2806464.5969103184,654346.2861139766
2026-06-04,3661.TW,-205978.98118147545,1753306.4119116685,-20443.523362786043
2026-06-05,3661.TW,-573919.2439570844,4602141.756921694,1031443.301341535
2026-06-08,3661.TW,444070.39498575183,1731028.7831532143,123664.31405436096
2026-06-09,3661.TW,448725.1239295433,-839648.8374532355,-129349.0925256184
2026-06-10,3661.TW,453829.8215802801,1053392.3060534587,97219.66178549067
2026-06-11,3661.TW,672702.8079647416,-695873.0799188834,-1262836.5087027538
2026-06-12,3661.TW,2623856.009547824,2520250.5138138067,795677.4717433221
2026-06-15,3661.TW,-1000234.6425409901,-1181280.6719315676,-122271.24892926379
2026-06-16,3661.TW,1268187.0717487866,-525210.5146139867,-177544.5104346496
2026-06-17,3661.TW,1575633.3714942676,2317545.594896062,367966.24247710494
2026-06-18,3661.TW,-1132063.1194524202,-3349907.616470957,146362.543355654
2026-06-19,3661.TW,4672097.514015775,2059512.7182420073,1886320.8238943564
2026-06-22,3661.TW,-1379905.778616799,-2866476.9052830515,-566892.7925251746
2026-06-23,3661.TW,187604.8189945098,2562447.8519852855,-116399.68460857094
2026-06-24,3661.TW,1000112.3097962876,2899561.143060124,415309.3421377498
2026-06-25,3661.TW,-161126.4725266187,-1091481.6080873974,-485104.7993114438
2026-06-26,3661.TW,933813.213655751,446140.65520951175,491406.74588783167
2026-06-29,3661.TW,2230265.9424822256,-2132000.4122671913,253944.94995472103
2026-06-30,3661.TW,719634.8262529345,-2093023.5695224437,203198.90275488445
2026-07-01,3661.TW,-1373440.4959188201,-242809.78828646417,-76356.88895984861
2026-07-02,3661.TW,1034275.2918798588,-450698.71243814076,635255.2145833534
2026-07-03,3661.TW,-471079.8292639691,551237.8365630053,150123.60797395217
2026-07-06,3661.TW,-1432983.4982262906,-1635856.8144004,-716669.5315412851
2026-07-07,3661.TW,-482653.5040678105,-326700.08968198835,160938.98519360443
2026-07-08,3661.TW,350023.3517832272,3916159.123629296,405853.7305527012
2026-07-09,3661.TW,-338059.08566257457,551192.5589841729,63186.61681217225
2026-07-10,3661.TW,-2164971.7737465138,524846.4725938877,336869.6465358349
2026-07-13,3661.TW,-1306263.7535193637,-2367222.3781866794,-412776.4312712669
2026-07-14,3661.TW,1672727.4820869702,-2107901.2650301754,-702469.7313044725
2026-07-15,3661.TW,-957950.2141690877,-420100.18832333415,402725.095795071
2026-07-16,3661.TW,-1263292.06406061,-1543498.2481067288,-293336.3518287575
2026-07-17,3661.TW,1485541.381598125,2519940.2987898905,577932.2818975373
2026-07-20,3661.TW,247051.3537495748,235897.74890666234,-195919.16886833828
2026-07-21,3661.TW,-375323.4181519931,-2826467.196588535,-137961.11176889006
2026-07-22,3661.TW,679866.9098132805,-944410.7593168404,-167727.61689200904
2026-07-23,3661.TW,527692.950745874,-52155.42387862505,245347.51458604343
2026-07-24,3661.TW,790503.4639845104,-1101236.0306547822,931412.32063686
2026-07-27,3661.TW,-1465043.0291501102,-754579.9758636737,-159465.31506577216
2026-07-28,3661.TW,-1717580.2493991689,-1535362.910669567,-195238.8389968479
2026-07-29,3661.TW,-204894.45883627632,-818287.9786115655,-110942.12322767903
2026-07-30,3661.TW,-140216.3459112133,493146.53059420624,-221425.61038350652
2026-07-31,3661.TW,840792.1618683438,-567088.4407137047,740363.9311601456
2026-08-03,3661.TW,1831804.1556645688,1561474.364405205,464685.95549983485
2026-08-04,3661.TW,-223498.16756726117,-900616.3192513508,-419259.431379386
2025-10-01,3665.TW,766267.1652970827,1775695.18710701,203021.2614312942
2025-10-02,3665.TW,-1174068.5933963023,-65534.307951328905,-306911.11753874476
2025-10-03,3665.TW,8929.593113266797,521945.9025578102,-213194.31903529225
2025-10-06,3665.TW,1295490.1856037101,-2122316.3541658134,-298272.0350463739
2025-10-07,3665.TW,-1047424.5433612177,-1795981.3290680274,-1083502.354271648
2025-10-08,3665.TW,-403658.0035990407,1404287.3160861796,102184.16235659603
2025-10-09,3665.TW,-301321.72168541723,-153383.970606146,9644.664842793893
2025-10-10,3665.TW,-596250.4593059245,-649246.7539034846,907675.9168636302
2025-10-13,3665.TW,230599.83811721514,-993054.7446214256,409375.8838049586
2025-10-14,3665.TW,-395644.6388444713,-909431.1402403888,-158405.80516051536
2025-10-15,3665.TW,-47890.86387762824,-39895.74219367307,32023.624536745006
2025-10-16,3665.TW,688283.0252279678,567320.0477032451,306157.3765566086
2025-10-17,3665.TW,1649029.2723221695,-2994832.5411664993,1003053.8153937365
2025-10-20,3665.TW,110816.63569958141,-78336.41806903295,95385.38717660669
2025-10-21,3665.TW,1456023.4269803334,484549.25088152685,965123.855898081
2025-10-22,3665.TW,2153989.099627261,365385.70169242,366825.8392477686
2025-10-23,3665.TW,-157359.16761094463,-1343592.2699478073,-506596.8709849108
2025-10-24,3665.TW,1099591.0153583079,1765044.194066745,733812.2990918789
2025-10-27,3665.TW,728446.2908535769,-167840.53516956652,185515.29896772525
2025-10-28,3665.TW,-427655.06176109344,1006819.087384664,-284390.2638534857
2025-10-29,3665.TW,1233312.7988797906,2109135.514974782,-828478.4418442824
2025-10-30,3665.TW,-536510.3777203466,753833.1702292548,10810.84819096329
2025-10-31,3665.TW,2417602.2498655193,-690420.0229805142,132330.76108892402
2025-11-03,3665.TW,-128139.6541908001,219722.77943412474,553658.2878807349
2025-11-04,3665.TW,573506.2985802635,100176.15586601339,-27152.54805395181
2025-11-05,3665.TW,-168127.70818612084,-622833.1925757065,377048.90120744944
2025-11-06,3665.TW,1624390.0047295152,-1138590.7982995233,341369.8698381193
2025-11-07,3665.TW,510843.78437379864,-1406162.8520530672,-507840.1668885
2025-11-10,3665.TW,1824207.0781352622,-2234405.8975180117,1511.1236141474837
2025-11-11,3665.TW,76787.19479046819,1549165.7345202349,722105.8540405547
2025-11-12,3665.TW,-1054929.061253143,1440400.328700039,677655.8388889115
2025-11-13,3665.TW,335979.50359094434,581391.6013329843,1404590.9073688944
2025-11-14,3665.TW,-436413.975911072,1955621.3104770556,6234.87547046454
2025-11-17,3665.TW,1194037.2473272409,-947114.386746732,-938090.8134608325
2025-11-18,3665.TW,-379018.5975050299,-2156088.321973916,559521.517914279
2025-11-19,3665.TW,-319183.0844654597,169582.0878108457,-222812.72070039948
2025-11-20,3665.TW,-1301896.9635795353,2299449.2998958062,-221988.72495806476
2025-11-21,3665.TW,-1351706.4299505244,644694.1511018503,141943.93382647622
2025-11-24,3665.TW,-1165367.2305696004,-565082.4059351335,-825022.9876735834
2025-11-25,3665.TW,-1769268.1835493997,-170859.40710528367,-171117.43621439952
2025-11-26,3665.TW,2703748.9641271327,1100178.6685652817,334951.252496148
2025-11-27,3665.TW,-409089.2523200156,812164.1673933049,377851.45608544233
2025-11-28,3665.TW,2950127.6690927176,-1050771.0528196571,-131403.44542594656
2025-12-01,3665.TW,-1126980.248156871,290870.2197062399,-50966.11810733072
2025-12-02,3665.TW,37013.23456301856,140816.32182269546,-1018201.6626503057
2025-12-03,3665.TW,-787979.1011140837,835209.6819998034,471622.6315820736
2025-12-04,3665.TW,-464557.9307047834,-1081053.2214260774,305478.8890240026
2025-12-05,3665.TW,1771000.1491036082,-2466876.416806002,100088.95274603326
2025-12-08,3665.TW,-2207436.8352716565,575244.3577779328,-472002.8040559123
2025-12-09,3665.TW,553832.6225690203,1371640.679042388,225632.97641396426
2025-12-10,3665.TW,-1430934.82317945,949948.394427162,256477.34262027318
2025-12-11,3665.TW,,,
2025-12-12,3665.TW,-887587.1912683349,-249471.31031850836,-101138.66357806083
2025-12-15,3665.TW,167209.55543483194,-279817.7514520659,5465.630309079948
2025-12-16,3665.TW,204059.94005188494,619069.3070639719,-212556.8928201648
2025-12-17,3665.TW,399171.357734233,-426982.8575358449,-126866.26689430713
2025-12-18,3665.TW,-566918.0224066399,-397803.5743513656,769184.2597019479
2025-12-19,3665.TW,-4073182.527068257,-1562994.4020457992,284346.70046945196
2025-12-22,3665.TW,308373.1784118775,-1925535.9698624357,137946.3784314229
2025-12-23,3665.TW,150825.7151764383,333139.17001174844,-157130.78114843473
2025-12-24,3665.TW,-1813873.4577057129,-1386385.28564737,-140223.58824824536
2025-12-25,3665.TW,901468.206345605,-1612432.0905293655,334295.77961451595
2025-12-26,3665.TW,442751.1943032108,-3095522.7990826177,-734726.8522268229
2025-12-29,3665.TW,-1682569.9121692255,-315318.7696236701,28489.461233408496
2025-12-30,3665.TW,174238.27633035815,300804.2172807654,-335688.90697587543
2025-12-31,3665.TW,884702.801491911,-1836685.563353415,-186633.57416226872
2026-01-01,3665.TW,549568.4631388795,-847564.2509336866,-29547.814167948338
2026-01-02,3665.TW,-2365723.60157809,550639.643130005,-682639.231570829
2026-01-05,3665.TW,1411119.8208518985,-467571.2864016486,-333531.24648619606
2026-01-06,3665.TW,1039339.4860818287,-838728.0232406508,611649.5393845633
2026-01-07,3665.TW,-1268282.5401493364,83028.80872219041,-573571.4981892752
2026-01-08,3665.TW,1289691.310710127,-1957776.1854091384,-941826.569744291
2026-01-09,3665.TW,-884797.9307505918,-1830679.77799376,1103710.9141988207
2026-01-12,3665.TW,-75636.33362879469,-35699.42222437472,-226388.2015166093
2026-01-13,3665.TW,956145.6454343905,-247442.50960019784,157550.71817740402
2026-01-14,3665.TW,226630.5476289854,148604.71420744815,-95366.72881330515
2026-01-15,3665.TW,-1317979.094887386,190103.24717420252,-129256.79250747872
2026-01-16,3665.TW,-348561.07507444196,-1178389.167013384,221572.61659523207
2026-01-19,3665.TW,845265.9407988759,519008.9715137697,207130.1192071438
2026-01-20,3665.TW,-340046.1329001746,-1030460.8418365455,-702669.9576265914
2026-01-21,3665.TW,1482462.2291696293,-3773152.2995910305,595007.5275359445
2026-01-22,3665.TW,2183605.9573214618,771378.1372580783,779335.6415543677
2026-01-23,3665.TW,3011584.530925248,1735818.2100922843,781934.3914148026
2026-01-26,3665.TW,-1023107.2394148734,271359.55049778905,-363263.4263760708
2026-01-27,3665.TW,1272282.2962424573,-762951.8770782487,280521.0727375613
2026-01-28,3665.TW,1498814.3647466234,-1007327.2138387845,-67548.95475003828
2026-01-29,3665.TW,-351858.15028723766,-1380073.8195385477,394269.34901867225
2026-01-30,3665.TW,613059.3927474975,-204783.35723571328,186385.46724166485
2026-02-02,3665.TW,-1579744.17408995,16032.302112316298,480974.95399050385
2026-02-03,3665.TW,1846391.5733861702,-143222.88343617937,369715.24867471866
2026-02-04,3665.TW,-23187.806004489685,-775551.2871794188,-123602.50716988822
2026-02-05,3665.TW,-774982.2457341044,225347.92781951994,429447.44219719694
2026-02-06,3665.TW,288316.05007535015,-294003.446080296,-411151.88313958864
2026-02-09,3665.TW,478871.3526042984,-301942.90476452745,781625.3949397397
2026-02-10,3665.TW,-101042.86210235393,18915.90197976739,-72433.14571245492
2026-02-11,3665.TW,-557071.9907230183,1351406.8323640393,-1348169.549848033
2026-02-12,3665.TW,-58056.954019687735,598943.4024291218,571740.2828917295
2026-02-13,3665.TW,582701.9548324811,633196.7779169793,481575.1808747714
2026-02-16,3665.TW,701085.4548377615,41720.89492301884,-166600.35831660236
2026-02-17,3665.TW,386268.62578544416,-932697.0699759962,157599.37133819325
2026-02-18,3665.TW,903528.8335335109,438177.42730382987,986016.7117965178
2026-02-19,3665.TW,-1163019.2177868942,543405.3048127142,-56221.70584216363
2026-02-20,3665.TW,-333680.38998136215,288971.11036350916,275149.6708803269
2026-02-23,3665.TW,582000.8654196961,-1818292.8354675123,-26627.93815773449
2026-02-24,3665.TW,-310167.6518068851,-578250.3799113017,524977.0639773392
2026-02-25,3665.TW,1446658.5566905234,2076628.6027089239,-701066.6134036424
2026-02-26,3665.TW,-495595.85303664516,1377073.8485084225,571381.6060296148
2026-02-27,3665.TW,-524200.8109071322,189408.95232419838,-12513.179938837819
2026-03-02,3665.TW,-1784298.3046285117,3269395.540113272,1835790.6500792233
2026-03-03,3665.TW,-1249302.8857987358,292052.87095035077,-540069.9005032545
2026-03-04,3665.TW,-1739117.2301340913,-978084.7485581568,-51728.02420913862
2026-03-05,3665.TW,15471.867662926787,1196813.7358863305,-416927.317685173
2026-03-06,3665.TW,725063.0617944,708928.7458478396,-283786.92975665745
2026-03-09,3665.TW,749159.6020715311,-1026245.3893413659,-324120.98297054775
2026-03-10,3665.TW,-1021632.625624667,178742.6735774544,296844.67572312825
2026-03-11,3665.TW,589460.5848656998,-435509.2555918683,-263715.5744780749
2026-03-12,3665.TW,-1190171.0131573011,-73887.36680203627,425947.00900744455
2026-03-13,3665.TW,585140.1119343768,-351908.9446686378,-220940.48740403188
2026-03-16,3665.TW,-277402.29728885856,-1580247.082349797,-462725.11166699696
2026-03-17,3665.TW,-449067.18387098936,1545449.2495749672,1820.9545189603814
2026-03-18,3665.TW,-765182.1721692225,603826.5839083467,232967.0537807453
2026-03-19,3665.TW,2165293.1949656745,1233069.084329533,-385129.37701178074
2026-03-20,3665.TW,1592126.0813541247,-811480.6361396352,-719520.0340053431
2026-03-23,3665.TW,373679.09698561707,-833778.8741600367,403458.6328461376
2026-03-24,3665.TW,122864.6760502607,-1124091.33110765,-366697.2992238225
2026-03-25,3665.TW,-1231663.6044244494,1301324.4573672381,-370894.4023286033
2026-03-26,3665.TW,390982.43621023523,-413110.36630327895,127678.32225250748
2026-03-27,3665.TW,-397565.9951709259,-199882.96261776134,533809.6843988368
2026-03-30,3665.TW,-849466.9867422185,-253781.32892121104,268607.0025090178
2026-03-31,3665.TW,578149.6596794085,-128758.80036252335,362603.42502516723
2026-04-01,3665.TW,1478362.1600254457,3052209.0741054798,183744.39893017797
2026-04-02,3665.TW,23697.481813968887,61456.70877809453,174708.18706394723
2026-04-03,3665.TW,384915.23427697364,-47340.51718736044,111910.75279352433
2026-04-06,3665.TW,-424717.8818389127,1037126.5968594686,-108104.78812761637
2026-04-07,3665.TW,316863.97247003263,1758183.8579156348,7020.132932560155
2026-04-08,3665.TW,-238488.7180857173,-788562.4974428498,-216096.69443449617
2026-04-09,3665.TW,-781534.6593496876,500696.622978913,193440.9844531362
2026-04-10,3665.TW,-784852.9412894407,-253080.12179917688,657735.684993647
2026-04-13,3665.TW,205680.8923216072,-349065.5183530413,233117.04527163925
2026-04-14,3665.TW,-1354838.4774140217,-394098.49709010095,-247397.9193975987
2026-04-15,3665.TW,-1570737.9435870294,-2180537.6742772777,-122008.19980557126
2026-04-16,3665.TW,2636870.766441121,503638.4891283521,705735.8008606399
2026-04-17,3665.TW,1002040.9980276686,-1187222.3173573648,503332.78642322106
2026-04-20,3665.TW,-174605.26491849992,479599.8762704163,-860818.6803053649
2026-04-21,3665.TW,-1018319.32026766,408695.822943575,1948.4057574809121
2026-04-22,3665.TW,-1675749.950294896,20768.874080430687,715973.6175908897
2026-04-23,3665.TW,1111203.229074023,1958669.925284342,143468.3003111936
2026-04-24,3665.TW,-642089.5335537018,520862.7049991063,943032.1819354303
2026-04-27,3665.TW,-1040934.6230818788,-134315.74046427035,-287512.6076019313
2026-04-28,3665.TW,1854802.9112177223,-2179620.486624966,-18112.81526327334
2026-04-29,3665.TW,399872.05365528725,-14304.505758451582,153719.48924177125
2026-04-30,3665.TW,-115696.58931345546,-599245.7972589694,-125857.00631425506
2026-05-01,3665.TW,2543151.185853147,2089840.1588351647,103578.87052832847
2026-05-04,3665.TW,306009.9571125657,432429.54060648044,273562.36844737304
2026-05-05,3665.TW,73414.79478496267,326143.69173744484,-387678.21986978035
2026-05-06,3665.TW,-711328.9065049536,1126902.04179546,61458.17717530871
2026-05-07,3665.TW,2464602.3435116764,392696.51533511956,190843.99007926803
2026-05-08,3665.TW,566939.2768271783,473945.86729108024,196662.50987298274
2026-05-11,3665.TW,67166.1264354705,-1219779.2099430438,10786.824956079188
2026-05-12,3665.TW,-234285.87347672123,-557447.6160540107,334483.9485211455
2026-05-13,3665.TW,158780.2607604742,577322.3526884315,209912.3757945135
2026-05-14,3665.TW,3159170.974386577,-2124312.9698403687,658591.710885104
2026-05-15,3665.TW,324339.1866969108,15334.048075906263,-208168.50224258052
2026-05-18,3665.TW,1120386.3299343234,-3219023.864407168,-215348.127013459
2026-05-19,3665.TW,-2206701.306062272,-38441.07848832241,875475.1744095673
2026-05-20,3665.TW,860229.0041279641,470096.0755847533,325386.36236502434
2026-05-21,3665.TW,456443.57260334585,238391.57284309785,-165390.98250466344
2026-05-22,3665.TW,1625935.9265384332,273432.8691434183,457606.3323998461
2026-05-25,3665.TW,1906860.4895684535,610967.4799251166,-567137.4538136296
2026-05-26,3665.TW,873476.3765939382,-150550.58747994975,435817.2247069771
2026-05-27,3665.TW,567538.4470383822,-744955.522981423,637517.9918722843
2026-05-28,3665.TW,1046091.6072122364,-29298.657824855552,1440.4867934652357
2026-05-29,3665.TW,-116576.74742296382,-438968.7354845789,-25616.185165377858
2026-06-01,3665.TW,-914652.5604289853,-1306389.2945416188,224460.9981160475
2026-06-02,3665.TW,2997147.3329139235,64285.7481441607,10884.453849886737
2026-06-03,3665.TW,-531542.2435197539,272480.019611147,-525087.252840588
2026-06-04,3665.TW,597272.2956309691,722057.1636705231,-204812.1253947626
2026-06-05,3665.TW,423254.3800207598,586263.7268613706,178373.50763447164
2026-06-08,3665.TW,239903.92487326637,509810.9999049592,-181507.05838682124
2026-06-09,3665.TW,972209.3651817136,537053.5050659725,685353.3194920261
2026-06-10,3665.TW,1119327.4451718228,-1180072.3419062286,-228724.7208981372
2026-06-11,3665.TW,833999.3921017417,-1027449.6437230695,-191600.52089836195
2026-06-12,3665.TW,-1724178.694189398,-1351350.419959745,62635.364206671555
2026-06-15,3665.TW,-732218.4854736009,-755584.3967840655,-334444.5679531424
2026-06-16,3665.TW,278468.6248017614,454562.86638556275,107251.2977975444
2026-06-17,3665.TW,-664816.7467174667,-1260551.62672716,-140312.37669526288
2026-06-18,3665.TW,-1465886.024603661,736359.5663986112,715992.7768161086
2026-06-19,3665.TW,-580131.3596424763,-1396589.7478926443,-554650.0257554887
2026-06-22,3665.TW,-2200553.908738477,-2084537.6369110523,27184.644810119677
2026-06-23,3665.TW,810700.6184380308,976151.1485755311,58840.9086553956
2026-06-24,3665.TW,-1021959.8771948321,-1035866.7850018733,-181553.77272791413
2026-06-25,3665.TW,1354313.612802532,1764656.3573575416,465115.8130316987
2026-06-26,3665.TW,1130884.5356329293,423000.1927161993,-166761.9172945039
2026-06-29,3665.TW,2148182.503383423,-2024371.3405696738,-832232.8463196092
2026-06-30,3665.TW,388739.19029907434,-1492855.369456418,265849.0026611822
2026-07-01,3665.TW,557307.4951041009,2882412.644673749,-1122852.2937980301
2026-07-02,3665.TW,450756.7705801779,30601.273532848165,-398750.3462372711
2026-07-03,3665.TW,-895534.1179216275,-133682.90020199984,-4185.212283114786
2026-07-06,3665.TW,1758557.1516147708,-1747508.78494835,-138114.5968590208
2026-07-07,3665.TW,374185.0983926102,-127967.13458280973,-157257.2480170971
2026-07-08,3665.TW,1279482.721834271,-1030033.3970681604,-32188.056335038797
2026-07-09,3665.TW,-254231.95894710196,-303608.7433369855,-154886.36905612203
2026-07-10,3665.TW,930377.7606364464,-2015666.8013552758,-75102.51482303439
2026-07-13,3665.TW,129687.03606267757,1192087.83331489,-1127787.3286635203
2026-07-14,3665.TW,6075657.92798409,3540737.454961107,216613.41863291612
2026-07-15,3665.TW,1038451.926930101,711080.9587075756,-251816.83481001735
2026-07-16,3665.TW,567416.6348071799,282824.94908396486,-195855.19075921515
2026-07-17,3665.TW,1317510.803819476,1648756.9928982055,599023.4573347582
2026-07-20,3665.TW,1119985.562637032,2406971.0058019976,-61257.144892147044
2026-07-21,3665.TW,-1260242.7547951904,283165.3399108074,-489166.27513955167
2026-07-22,3665.TW,-897743.687001023,624803.8100918715,-343727.4437654944
2026-07-23,3665.TW,-3171075.4046081714,-2082257.1500319964,124780.04230741749
2026-07-24,3665.TW,-756236.7691041341,-96898.44110929628,238331.61959461606
2026-07-27,3665.TW,-761313.1291180586,-2135905.227571287,-1084107.5651155016
2026-07-28,3665.TW,-743976.3756225358,964988.5619541353,89231.7288507412
2026-07-29,3665.TW,-275962.4493240216,-747719.685802225,404921.9917056039
2026-07-30,3665.TW,-3668127.057232122,-18666.512699369996,-389094.8087939633
2026-07-31,3665.TW,920780.5198897682,378872.61197179003,-119362.74241439975
2026-08-03,3665.TW,1327315.7123636901,2974512.520809444,-87219.14615261223
2026-08-04,3665.TW,-1475363.0809518408,-38771.99256973184,-426496.0043836078
2025-10-01,3680.TW,1312671.5126305285,150917.3745767092,444896.9489942314
2025-10-02,3680.TW,1621554.2852236405,819274.3610882127,666505.0342068522
2025-10-03,3680.TW,1485484.2745692574,1796808.166550629,41270.0205780138
2025-10-06,3680.TW,755604.6223188653,331361.4913455855,216577.58607010762
2025-10-07,3680.TW,782896.7838409184,-104751.53197523365,17030.85728152144
2025-10-08,3680.TW,1073440.0511956834,-558878.2816827233,-254966.26600899623
2025-10-09,3680.TW,1307221.8794719535,2243820.110185843,104213.42541278747
2025-10-10,3680.TW,398269.71491639933,539435.6655505258,-574586.6761596623
2025-10-13,3680.TW,4379480.269929593,2317116.1130724186,-352973.3063292776
2025-10-14,3680.TW,-1408948.4147972493,-2045685.0365070442,-443233.11029353016
2025-10-15,3680.TW,1315488.983128493,-3047971.6525797565,285863.8451322386
2025-10-16,3680.TW,1661259.4623635188,1190808.595338752,-19716.919258149836
2025-10-17,3680.TW,296219.3927608335,2117237.713850021,315626.8463470086
2025-10-20,3680.TW,-428446.65019253315,-715775.0765485,249833.68086949433
2025-10-21,3680.TW,8086.930221765564,-3327358.8878192017,-316798.7740412918
