"Kind","Status","Risk","GeneratedAt","Path"
"JSON_RECORD","","","2026-06-10 14:47:16","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_SEED_PLAN_GATE_HOTFIX_v02731_20260610_144716\plan\VDF_AkShare_SmallScopeSeedPlan_v02731.json"
"JSON_RECORD","","","2026-06-10 14:44:13","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_SEED_PLAN_GATE_v0273_20260610_144413\registry\VDF_Top10_LocalFreeLibs_AkShareSmallScopeSeedPlan_v0273.json"
"JSON_RECORD","","","2026-06-10 14:44:13","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_SEED_PLAN_GATE_v0273_20260610_144413\registry\VDF_AkShare_FailedTimeout_Quarantine_v0273.json"
"JSON_RECORD","VDF_AKSHARE_SMALL_SCOPE_SEED_PLAN_GATE_READY","LOW","2026-06-10 14:44:13","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_SEED_PLAN_GATE_v0273_20260610_144413\runtime\vdf_akshare_small_scope_seed_plan_gate_result_v0273.json"
"JSON_RECORD","","","2026-06-10 14:44:13","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_SEED_PLAN_GATE_v0273_20260610_144413\plan\VDF_AkShare_SmallScopeSeedPlan_v0273.json"
"JSON_RECORD","VDF_AKSHARE_SAMPLE_CALL_GATE_READY","LOW","2026-06-10 14:40:40","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SAMPLE_CALL_GATE_v0272_20260610_143930\registry\VDF_AkShare_SampleCallGate_Matrix_v0272.json"
"JSON_RECORD","VDF_AKSHARE_SAMPLE_CALL_GATE_READY","LOW","2026-06-10 14:40:40","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SAMPLE_CALL_GATE_v0272_20260610_143930\plan\VDF_AkShare_SampleCallGatePlan_v0272.json"
"JSON_RECORD","","","2026-06-10 14:40:40","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SAMPLE_CALL_GATE_v0272_20260610_143930\registry\VDF_Top10_LocalFreeLibs_AkShareSampleCallGate_v0272.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SAMPLE_CALL_GATE_v0272_20260610_143930\registry\VDF_AkShare_SampleCallGate_Result_v0272.json"
"JSON_RECORD","VDF_AKSHARE_SAMPLE_CALL_GATE_READY","LOW","2026-06-10 14:39:30","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SAMPLE_CALL_GATE_v0272_20260610_143930\runtime\vdf_akshare_sample_call_gate_result_v0272.json"
"JSON_RECORD","","","2026-06-10 14:39:30","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SAMPLE_CALL_GATE_v0272_20260610_143930\staging\VDF_AkShare_SamplePayload_Max1Row_v0272.json"
"JSON_RECORD","VDF_AKSHARE_SIGNATURE_DOC_PROBE_READY","LOW","2026-06-10 14:16:09","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SIGNATURE_DOC_PROBE_v0271_20260610_141608\registry\VDF_AkShare_SignatureDocProbe_Matrix_v0271.json"
"JSON_RECORD","VDF_AKSHARE_SIGNATURE_DOC_PROBE_READY","LOW","2026-06-10 14:16:09","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SIGNATURE_DOC_PROBE_v0271_20260610_141608\plan\VDF_AkShare_SignatureDocProbePlan_v0271.json"
"JSON_RECORD","","","2026-06-10 14:16:09","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SIGNATURE_DOC_PROBE_v0271_20260610_141608\registry\VDF_Top10_LocalFreeLibs_AkShareSignatureDocProbe_v0271.json"
"JSON_RECORD","VDF_AKSHARE_SIGNATURE_DOC_PROBE_READY","LOW","2026-06-10 14:16:08","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SIGNATURE_DOC_PROBE_v0271_20260610_141608\runtime\vdf_akshare_signature_doc_probe_result_v0271.json"
"JSON_RECORD","","","2026-06-10 14:16:08","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SIGNATURE_DOC_PROBE_v0271_20260610_141608\registry\VDF_AkShare_SignatureDocMap_v0271.json"
"JSON_RECORD","VDF_AKSHARE_SELECTOR_GATE_READY","LOW","2026-06-10 14:11:49","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SELECTOR_GATE_v027_20260610_141147\registry\VDF_AkShare_SelectorGate_Matrix_v027.json"
"JSON_RECORD","VDF_AKSHARE_SELECTOR_GATE_READY","LOW","2026-06-10 14:11:49","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SELECTOR_GATE_v027_20260610_141147\plan\VDF_AkShare_SelectorGatePlan_v027.json"
"JSON_RECORD","","","2026-06-10 14:11:49","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SELECTOR_GATE_v027_20260610_141147\registry\VDF_Top10_LocalFreeLibs_AkShareSelectorGate_v027.json"
"JSON_RECORD","VDF_AKSHARE_SELECTOR_GATE_READY","LOW","2026-06-10 14:11:47","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SELECTOR_GATE_v027_20260610_141147\runtime\vdf_akshare_selector_gate_result_v027.json"
"JSON_RECORD","","","2026-06-10 14:11:47","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SELECTOR_GATE_v027_20260610_141147\registry\VDF_AkShare_SelectorMap_v027.json"
"POINTER","VDF_FRED_CANONICAL_POST_MERGE_FINAL_AUDIT_SEAL_READY","LOW","2026-06-10 14:03:04","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_VRN_SYNC5_ORCHESTRATION_HOTFIX_v02801_20260611_001129\flow_FLOW1_POINTER_SEAL_HASH_BACKUP\backup\VDF_LATEST_FRED_CANONICAL_POST_MERGE_AUDIT_SEAL_POINTER.json"
"POINTER","VDF_FRED_CANONICAL_POST_MERGE_FINAL_AUDIT_SEAL_READY","LOW","2026-06-10 14:03:04","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_VRN_SYNC5_ORCHESTRATION_v0280_20260611_000806\flow_FLOW1_POINTER_SEAL_HASH_BACKUP\backup\VDF_LATEST_FRED_CANONICAL_POST_MERGE_AUDIT_SEAL_POINTER.json"
"JSON_RECORD","VDF_FRED_CANONICAL_KEY_REPAIR_DRYRUN_READY","LOW","2026-06-10 13:55:22","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANONICAL_KEY_REPAIR_DRYRUN_v02612_20260610_135521\registry\VDF_FredCanonical_KeyRepairDryRun_Matrix_v02612.json"
"JSON_RECORD","VDF_FRED_CANONICAL_KEY_REPAIR_DRYRUN_READY","LOW","2026-06-10 13:55:22","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANONICAL_KEY_REPAIR_DRYRUN_v02612_20260610_135521\plan\VDF_FredCanonical_KeyRepairDryRun_Plan_v02612.json"
"JSON_RECORD","","","2026-06-10 13:55:22","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANONICAL_KEY_REPAIR_DRYRUN_v02612_20260610_135521\registry\VDF_Top10_LocalFreeLibs_FredCanonicalKeyRepairDryRun_v02612.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANONICAL_KEY_REPAIR_DRYRUN_v02612_20260610_135521\registry\VDF_FredCanonical_KeyRepairReport_v02612.json"
"JSON_RECORD","VDF_FRED_CANONICAL_KEY_REPAIR_DRYRUN_READY","LOW","2026-06-10 13:55:22","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANONICAL_KEY_REPAIR_DRYRUN_v02612_20260610_135521\runtime\vdf_fred_canonical_key_repair_dryrun_result_v02612.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANONICAL_KEY_REPAIR_DRYRUN_v02612_20260610_135521\staging\VDF_Global_Macro_MERGE_PREVIEW_AFTER_REPAIR_v02612.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANONICAL_KEY_REPAIR_DRYRUN_v02612_20260610_135521\staging\VDF_Global_Macro_CANONICAL_KEY_REPAIR_PREVIEW_v02612.json"
"JSON_RECORD","VDF_FRED_CANONICAL_KEY_HYGIENE_GATE_READY_WITH_CANONICAL_KEY_REPAIR_REQUIRED","MEDIUM","2026-06-10 13:39:58","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANONICAL_KEY_HYGIENE_GATE_v02611_20260610_133957\registry\VDF_FredCanonical_KeyHygieneGate_Matrix_v02611.json"
"JSON_RECORD","VDF_FRED_CANONICAL_KEY_HYGIENE_GATE_READY_WITH_CANONICAL_KEY_REPAIR_REQUIRED","MEDIUM","2026-06-10 13:39:58","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANONICAL_KEY_HYGIENE_GATE_v02611_20260610_133957\plan\VDF_FredCanonical_KeyHygieneGate_Plan_v02611.json"
"JSON_RECORD","","","2026-06-10 13:39:58","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANONICAL_KEY_HYGIENE_GATE_v02611_20260610_133957\registry\VDF_Top10_LocalFreeLibs_FredCanonicalKeyHygiene_v02611.json"
"JSON_RECORD","VDF_FRED_CANONICAL_KEY_HYGIENE_GATE_READY_WITH_CANONICAL_KEY_REPAIR_REQUIRED","MEDIUM","2026-06-10 13:39:58","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANONICAL_KEY_HYGIENE_GATE_v02611_20260610_133957\runtime\vdf_fred_canonical_key_hygiene_gate_result_v02611.json"
"JSON_RECORD","VDF_FRED_CANDIDATE_TO_CANONICAL_MERGE_DRYRUN_READY_WITH_BACKUP_REQUIRED","MEDIUM","2026-06-10 13:35:58","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANDIDATE_TO_CANONICAL_MERGE_DRYRUN_v0261_20260610_133556\plan\VDF_FredCandidateToCanonical_MergeDryRun_Plan_v0261.json"
"JSON_RECORD","VDF_FRED_CANDIDATE_TO_CANONICAL_MERGE_DRYRUN_READY_WITH_BACKUP_REQUIRED","MEDIUM","2026-06-10 13:35:58","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANDIDATE_TO_CANONICAL_MERGE_DRYRUN_v0261_20260610_133556\registry\VDF_FredCandidateToCanonical_MergeDryRun_Matrix_v0261.json"
"JSON_RECORD","","","2026-06-10 13:35:58","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANDIDATE_TO_CANONICAL_MERGE_DRYRUN_v0261_20260610_133556\registry\VDF_Top10_LocalFreeLibs_FredMergeDryRun_v0261.json"
"JSON_RECORD","VDF_FRED_CANDIDATE_TO_CANONICAL_MERGE_DRYRUN_READY_WITH_BACKUP_REQUIRED","MEDIUM","2026-06-10 13:35:57","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANDIDATE_TO_CANONICAL_MERGE_DRYRUN_v0261_20260610_133556\runtime\vdf_fred_candidate_to_canonical_merge_dryrun_result_v0261.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANDIDATE_TO_CANONICAL_MERGE_DRYRUN_v0261_20260610_133556\registry\VDF_FredCandidateToCanonical_DedupReport_v0261.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANDIDATE_TO_CANONICAL_MERGE_DRYRUN_v0261_20260610_133556\staging\VDF_Global_Macro_MERGE_PREVIEW_v0261.json"
"JSON_RECORD","VDF_FRED_CANDIDATE_TO_CANONICAL_MERGE_GATE_READY_WITH_DEDUP_REVIEW","MEDIUM","2026-06-10 13:28:59","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANDIDATE_TO_CANONICAL_MERGE_GATE_v026_20260610_132856\registry\VDF_FredCandidateToCanonical_MergeGate_Matrix_v026.json"
"JSON_RECORD","","","2026-06-10 13:28:59","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANDIDATE_TO_CANONICAL_MERGE_GATE_v026_20260610_132856\registry\VDF_Top10_LocalFreeLibs_FredMergeGate_v026.json"
"JSON_RECORD","VDF_FRED_CANDIDATE_TO_CANONICAL_MERGE_GATE_READY_WITH_DEDUP_REVIEW","MEDIUM","2026-06-10 13:28:59","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANDIDATE_TO_CANONICAL_MERGE_GATE_v026_20260610_132856\plan\VDF_FredCandidateToCanonical_MergeGatePlan_v026.json"
"JSON_RECORD","VDF_FRED_CANDIDATE_TO_CANONICAL_MERGE_GATE_READY_WITH_EXISTING_CANONICAL","MEDIUM","2026-06-10 13:28:57","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_CANDIDATE_TO_CANONICAL_MERGE_GATE_v026_20260610_132856\runtime\vdf_fred_candidate_to_canonical_merge_gate_result_v026.json"
"JSON_RECORD","VDF_FRED_SMALL_SCOPE_SEED_READY_WITH_WARNINGS","MEDIUM","2026-06-10 13:00:45","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_SMALL_SCOPE_SEED_v0251_20260610_130027\registry\VDF_FredSmallScopeSeed_Matrix_v0251.json"
"JSON_RECORD","VDF_FRED_SMALL_SCOPE_SEED_READY_WITH_WARNINGS","MEDIUM","2026-06-10 13:00:45","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_SMALL_SCOPE_SEED_v0251_20260610_130027\registry\VDF_FredSmallScopeSeed_Manifest_v0251.json"
"JSON_RECORD","","","2026-06-10 13:00:45","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_SMALL_SCOPE_SEED_v0251_20260610_130027\registry\VDF_Top10_LocalFreeLibs_FredSmallScopeSeed_v0251.json"
"JSON_RECORD","VDF_FRED_SMALL_SCOPE_SEED_READY","LOW","2026-06-10 13:00:28","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_SMALL_SCOPE_SEED_v0251_20260610_130027\runtime\vdf_fred_small_scope_seed_result_v0251.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_SMALL_SCOPE_SEED_v0251_20260610_130027\staging\FRED_UNRATE_raw.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_SMALL_SCOPE_SEED_v0251_20260610_130027\staging\FRED_DGS10_raw.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_SMALL_SCOPE_SEED_v0251_20260610_130027\staging\FRED_FEDFUNDS_raw.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_SMALL_SCOPE_SEED_v0251_20260610_130027\staging\FRED_CPIAUCSL_raw.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_SMALL_SCOPE_SEED_v0251_20260610_130027\staging\FRED_GDP_raw.json"
"JSON_RECORD","VDF_FRED_AKSHARE_SMALL_SCOPE_SEED_GATE_READY","LOW","2026-06-10 12:52:57","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_AKSHARE_SMALL_SCOPE_SEED_GATE_v025_20260610_125256\registry\VDF_FredAkshare_SmallScopeSeedGate_Matrix_v025.json"
"JSON_RECORD","VDF_FRED_AKSHARE_SMALL_SCOPE_SEED_GATE_READY","LOW","2026-06-10 12:52:57","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_AKSHARE_SMALL_SCOPE_SEED_GATE_v025_20260610_125256\plan\VDF_FredAkshare_SmallScopeSeed_GatePlan_v025.json"
"JSON_RECORD","","","2026-06-10 12:52:57","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_AKSHARE_SMALL_SCOPE_SEED_GATE_v025_20260610_125256\registry\VDF_Top10_LocalFreeLibs_FredAkshareSmallScopeGate_v025.json"
"JSON_RECORD","VDF_FRED_AKSHARE_SMALL_SCOPE_SEED_GATE_READY","LOW","2026-06-10 12:52:57","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_AKSHARE_SMALL_SCOPE_SEED_GATE_v025_20260610_125256\runtime\vdf_fred_akshare_small_scope_gate_probe_result_v025.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_AKSHARE_SMALL_SCOPE_SEED_GATE_v025_20260610_125256\registry\VDF_FredAkshare_SmallScope_SymbolMap_v025.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_AKSHARE_SMALL_SCOPE_SEED_GATE_v025_20260610_125256\registry\VDF_FredAkshare_SmallScope_SchemaMap_v025.json"
"JSON_RECORD","VDF_FRED_AKSHARE_SMALL_SCOPE_SEED_GATE_READY","LOW","2026-06-10 12:50:15","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_AKSHARE_SMALL_SCOPE_SEED_GATE_v025_20260610_125014\registry\VDF_FredAkshare_SmallScopeSeedGate_Matrix_v025.json"
"JSON_RECORD","VDF_FRED_AKSHARE_SMALL_SCOPE_SEED_GATE_READY","LOW","2026-06-10 12:50:15","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_AKSHARE_SMALL_SCOPE_SEED_GATE_v025_20260610_125014\plan\VDF_FredAkshare_SmallScopeSeed_GatePlan_v025.json"
"JSON_RECORD","","","2026-06-10 12:50:15","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_AKSHARE_SMALL_SCOPE_SEED_GATE_v025_20260610_125014\registry\VDF_Top10_LocalFreeLibs_FredAkshareSmallScopeGate_v025.json"
"JSON_RECORD","VDF_FRED_AKSHARE_SMALL_SCOPE_SEED_GATE_READY","LOW","2026-06-10 12:50:15","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_AKSHARE_SMALL_SCOPE_SEED_GATE_v025_20260610_125014\runtime\vdf_fred_akshare_small_scope_gate_probe_result_v025.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_AKSHARE_SMALL_SCOPE_SEED_GATE_v025_20260610_125014\registry\VDF_FredAkshare_SmallScope_SymbolMap_v025.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FRED_AKSHARE_SMALL_SCOPE_SEED_GATE_v025_20260610_125014\registry\VDF_FredAkshare_SmallScope_SchemaMap_v025.json"
"JSON_RECORD","VDF_THREE_DEFERRED_FLOW_SYNC_GATE_READY","MEDIUM","2026-06-10 12:38:07","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_THREE_DEFERRED_FLOW_SYNC_GATE_v024_20260610_123806\registry\VDF_ThreeDeferredFlow_SyncGate_Matrix_v024.json"
"JSON_RECORD","VDF_THREE_DEFERRED_FLOW_SYNC_GATE_READY","MEDIUM","2026-06-10 12:38:07","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_THREE_DEFERRED_FLOW_SYNC_GATE_v024_20260610_123806\plan\VDF_ThreeDeferredFlow_GatePlan_v024.json"
"JSON_RECORD","","","2026-06-10 12:38:07","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_THREE_DEFERRED_FLOW_SYNC_GATE_v024_20260610_123806\registry\VDF_Top10_LocalFreeLibs_ThreeDeferredFlow_v024.json"
"JSON_RECORD","VDF_THREE_DEFERRED_FLOW_CAPABILITY_PROBE_READY","LOW","2026-06-10 12:38:07","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_THREE_DEFERRED_FLOW_SYNC_GATE_v024_20260610_123806\runtime\vdf_three_deferred_flow_capability_probe_result_v024.json"
"AUDIT","VDF_FULL_SYSTEM_MODULE_INTEGRATION_AUDIT_READY","MEDIUM","2026-06-10 12:33:58","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FULL_SYSTEM_MODULE_INTEGRATION_AUDIT_v023_20260610_123356\registry\VDF_FullSystem_ModuleIntegrationAudit_Matrix_v023.json"
"JSON_RECORD","VDF_FULL_SYSTEM_MODULE_INTEGRATION_AUDIT_READY","MEDIUM","2026-06-10 12:33:58","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FULL_SYSTEM_MODULE_INTEGRATION_AUDIT_v023_20260610_123356\plan\VDF_ThreeRound_RepairGate_Plan_v023.json"
"JSON_RECORD","","","2026-06-10 12:33:58","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FULL_SYSTEM_MODULE_INTEGRATION_AUDIT_v023_20260610_123356\registry\VDF_Top10_LocalFreeLibs_ModuleIntegration_v023.json"
"AUDIT","","","2026-06-10 12:33:58","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FULL_SYSTEM_MODULE_INTEGRATION_AUDIT_v023_20260610_123356\registry\VDF_ModuleIntegration_Audit_v023.json"
"JSON_RECORD","PY_COMPILE_READY","LOW","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_FULL_SYSTEM_MODULE_INTEGRATION_AUDIT_v023_20260610_123356\runtime\vdf_python_compile_probe_result_v023.json"
"JSON_RECORD","VDF_MOPS_MONTHLY_REVENUE_SEED_WITH_REVIEW","HIGH","2026-06-09 23:33:58","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_MOPS_MONTHLY_REVENUE_SEED_v022_20260609_233356\registry\VDF_MOPSMonthlyRevenueSeed_Matrix_v022.json"
"JSON_RECORD","VDF_MOPS_MONTHLY_REVENUE_SEED_WITH_REVIEW","HIGH","2026-06-09 23:33:58","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_MOPS_MONTHLY_REVENUE_SEED_v022_20260609_233356\registry\VDF_MOPSMonthlyRevenueSeed_Manifest_v022.json"
"JSON_RECORD","","","2026-06-09 23:33:58","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_MOPS_MONTHLY_REVENUE_SEED_v022_20260609_233356\registry\VDF_Top10_LocalFreeLibs_MOPSMonthlyRevenueSeed_v022.json"
"JSON_RECORD","VDF_MOPS_MONTHLY_REVENUE_SEED_WITH_REVIEW","HIGH","2026-06-09 23:33:56","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_MOPS_MONTHLY_REVENUE_SEED_v022_20260609_233356\runtime\vdf_mops_monthly_revenue_seed_result_v022.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_MOPS_MONTHLY_REVENUE_SEED_v022_20260609_233356\staging\VDF_MOPS_Raw_MonthlyRevenue_Listed.raw.json"
"JSON_RECORD","","","2026-06-09 23:21:48","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_TPEX_SMALL_SCOPE_SEED_v021_20260609_232145\registry\VDF_Top10_LocalFreeLibs_TPEXSmallScopeSeed_v021.json"
"JSON_RECORD","VDF_TPEX_SMALL_SCOPE_SEED_READY","LOW","2026-06-09 23:21:48","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_TPEX_SMALL_SCOPE_SEED_v021_20260609_232145\registry\VDF_TPEXSmallScopeSeed_Manifest_v021.json"
"JSON_RECORD","VDF_TPEX_SMALL_SCOPE_SEED_READY","LOW","2026-06-09 23:21:48","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_TPEX_SMALL_SCOPE_SEED_v021_20260609_232145\registry\VDF_TPEXSmallScopeSeed_Matrix_v021.json"
"JSON_RECORD","VDF_TPEX_SMALL_SCOPE_SEED_READY","LOW","2026-06-09 23:21:45","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_TPEX_SMALL_SCOPE_SEED_v021_20260609_232145\runtime\vdf_tpex_small_scope_seed_result_v021.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_TPEX_SMALL_SCOPE_SEED_v021_20260609_232145\staging\VDF_TPEX_Raw_MainboardDailyCloseQuotes.raw.json"
"JSON_RECORD","","","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_TPEX_SMALL_SCOPE_SEED_v021_20260609_232145\staging\VDF_TPEX_Raw_Securities.raw.json"
"JSON_RECORD","VDF_ALLFLOW_MASTER_ORCHESTRATION_GATE_READY","MEDIUM","2026-06-09 23:09:40","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_ALLFLOW_MASTER_ORCHESTRATION_GATE_v0205_20260609_230940\registry\VDF_AllFlow_MasterOrchestrationGate_Matrix_v0205.json"
